Time (s),Ch1 (V)
0.0498000,0.1487566
0.0499000,0.1390853
0.0500000,0.1487566
0.0501000,0.1463388
0.0502000,0.1487566
0.0503000,0.1390853
0.0504000,0.1511745
0.0505000,0.1463388
0.0506000,0.1415032
0.0507000,0.1463388
0.0508000,0.1487566
0.0509000,0.1415032
0.0510000,0.1439210
0.0511000,0.1487566
0.0512000,0.1463388
0.0513000,0.1511745
0.0514000,0.1463388
0.0515000,0.1463388
0.0516000,0.1487566
0.0517000,0.1439210
0.0518000,0.1439210
0.0519000,0.1415032
0.0520000,0.1463388
0.0521000,0.1439210
0.0522000,0.1415032
0.0523000,0.1463388
0.0524000,0.1415032
0.0525000,0.1439210
0.0526000,0.1390853
0.0527000,0.1487566
0.0528000,0.1415032
0.0529000,0.1487566
0.0530000,0.1390853
0.0531000,0.1439210
0.0532000,0.1415032
0.0533000,0.1439210
0.0534000,0.1439210
0.0535000,0.1439210
0.0536000,0.1511745
0.0537000,0.1463388
0.0538000,0.1511745
0.0539000,0.1777705
0.0540000,0.1415032
0.0541000,0.1463388
0.0542000,0.1487566
0.0543000,0.1415032
0.0544000,0.1415032
0.0545000,0.1463388
0.0546000,0.1608458
0.0547000,0.1390853
0.0548000,0.1439210
0.0549000,0.1366675
0.0550000,0.1390853
0.0551000,0.1439210
0.0552000,0.1415032
0.0553000,0.1463388
0.0554000,0.1463388
0.0555000,0.1656814
0.0556000,0.1415032
0.0557000,0.1415032
0.0558000,0.1415032
0.0559000,0.1439210
0.0560000,0.1415032
0.0561000,0.1415032
0.0562000,0.1439210
0.0563000,0.1415032
0.0564000,0.1439210
0.0565000,0.1463388
0.0566000,0.1415032
0.0567000,0.1390853
0.0568000,0.1439210
0.0569000,0.1439210
0.0570000,0.1390853
0.0571000,0.1463388
0.0572000,0.1318319
0.0573000,0.1415032
0.0574000,0.1439210
0.0575000,0.1415032
0.0576000,0.1487566
0.0577000,0.1463388
0.0578000,0.1415032
0.0579000,0.1415032
0.0580000,0.1439210
0.0581000,0.1439210
0.0582000,0.1511745
0.0583000,0.1463388
0.0584000,0.1415032
0.0585000,0.1439210
0.0586000,0.1463388
0.0587000,0.1439210
0.0588000,0.1463388
0.0589000,0.1415032
0.0590000,0.1439210
0.0591000,0.1415032
0.0592000,0.1487566
0.0593000,0.1415032
0.0594000,0.1415032
0.0595000,0.1463388
0.0596000,0.1439210
0.0597000,0.1487566
0.0598000,0.1463388
0.0599000,0.1511745
0.0600000,0.1463388
0.0601000,0.1439210
0.0602000,0.1463388
0.0603000,0.1439210
0.0604000,0.1487566
0.0605000,0.1463388
0.0606000,0.1463388
0.0607000,0.1511745
0.0608000,0.1439210
0.0609000,0.1439210
0.0610000,0.1463388
0.0611000,0.0810576
0.0612000,0.1487566
0.0613000,0.1463388
0.0614000,0.1439210
0.0615000,0.1439210
0.0616000,0.1439210
0.0617000,0.1439210
0.0618000,0.1439210
0.0619000,0.1439210
0.0620000,0.1439210
0.0621000,0.1777705
0.0622000,0.1463388
0.0623000,0.1463388
0.0624000,0.1439210
0.0625000,0.1680992
0.0626000,0.1415032
0.0627000,0.1439210
0.0628000,0.1463388
0.0629000,0.1511745
0.0630000,0.1415032
0.0631000,0.1487566
0.0632000,0.1439210
0.0633000,0.1463388
0.0634000,0.1415032
0.0635000,0.1463388
0.0636000,0.1487566
0.0637000,0.1415032
0.0638000,0.1487566
0.0639000,0.1463388
0.0640000,0.1463388
0.0641000,0.1487566
0.0642000,0.1439210
0.0643000,0.1487566
0.0644000,0.1463388
0.0645000,0.1487566
0.0646000,0.1439210
0.0647000,0.1463388
0.0648000,0.1487566
0.0649000,0.1390853
0.0650000,0.1487566
0.0651000,0.1487566
0.0652000,0.1439210
0.0653000,0.1463388
0.0654000,0.1415032
0.0655000,0.1487566
0.0656000,0.1439210
0.0657000,0.1487566
0.0658000,0.1487566
0.0659000,0.1463388
0.0660000,0.1463388
0.0661000,0.1511745
0.0662000,0.1439210
0.0663000,0.1487566
0.0664000,0.1487566
0.0665000,0.1511745
0.0666000,0.1487566
0.0667000,0.1487566
0.0668000,0.1487566
0.0669000,0.1487566
0.0670000,0.1487566
0.0671000,0.1463388
0.0672000,0.1487566
0.0673000,0.1487566
0.0674000,0.1487566
0.0675000,0.1487566
0.0676000,0.1487566
