Time (s),Ch1 (V)
0.1512500,0.1584279
0.1525000,0.1511745
0.1537500,0.1511745
0.1550000,0.1777705
0.1562500,0.1535923
0.1575000,0.1535923
0.1587500,0.1511745
0.1600000,0.1705171
0.1612500,0.1439210
0.1625000,0.1511745
0.1637500,0.1511745
0.1650000,0.1608458
0.1662500,0.1535923
0.1675000,0.1463388
0.1687500,0.1560101
0.1700000,0.1584279
0.1712500,0.1535923
0.1725000,0.1560101
0.1737500,0.1560101
0.1750000,0.1560101
0.1762500,0.1560101
0.1775000,0.1584279
0.1787500,0.1608458
0.1800000,0.1560101
0.1812500,0.1535923
0.1825000,0.1511745
0.1837500,0.1535923
0.1850000,0.1487566
0.1862500,0.1656814
0.1875000,0.1463388
0.1887500,0.1560101
0.1900000,0.1511745
0.1912500,0.1535923
0.1925000,0.1535923
0.1937500,0.1584279
0.1950000,0.1511745
0.1962500,0.1511745
0.1975000,0.1535923
0.1987500,0.1511745
0.2000000,0.1511745
0.2012500,0.1535923
0.2025000,0.1487566
0.2037500,0.1535923
0.2050000,0.1535923
0.2062500,0.1535923
0.2075000,0.1535923
0.2087500,0.1560101
0.2100000,0.1511745
0.2112500,0.1535923
0.2125000,0.1535923
0.2137500,0.1535923
0.2150000,0.1584279
0.2162500,0.1560101
0.2175000,0.1535923
0.2187500,0.1560101
0.2200000,0.1560101
0.2212500,0.1898596
0.2225000,0.1511745
0.2237500,0.1535923
0.2250000,0.1705171
0.2262500,0.1487566
0.2275000,0.1511745
0.2287500,0.1560101
0.2300000,0.1511745
0.2312500,0.1511745
0.2325000,0.1535923
0.2337500,0.1560101
0.2350000,0.1511745
0.2362500,0.1560101
0.2375000,0.1535923
0.2387500,0.1535923
0.2400000,0.1560101
0.2412500,0.1560101
0.2425000,0.1560101
0.2437500,0.1560101
0.2450000,0.1511745
0.2462500,0.1511745
0.2475000,0.1584279
0.2487500,0.1535923
0.2500000,0.1511745
0.2512500,0.1535923
0.2525000,0.1535923
0.2537500,0.1560101
0.2550000,0.1584279
0.2562500,0.1535923
0.2575000,0.1463388
0.2587500,0.1535923
0.2600000,0.1535923
0.2612500,0.1173249
0.2625000,0.1511745
0.2637500,0.1511745
0.2650000,0.1535923
0.2662500,0.1511745
0.2675000,0.1535923
0.2687500,0.1511745
0.2700000,0.1560101
0.2712500,0.1511745
0.2725000,0.1511745
0.2737500,0.1560101
0.2750000,0.1560101
0.2762500,0.1584279
0.2775000,0.1487566
0.2787500,0.1511745
0.2800000,0.1535923
0.2812500,0.1560101
0.2825000,0.1487566
0.2837500,0.1535923
0.2850000,0.1535923
0.2862500,0.1535923
0.2875000,0.1511745
0.2887500,0.1584279
0.2900000,0.1535923
0.2912500,0.1560101
0.2925000,0.1560101
0.2937500,0.1535923
0.2950000,0.1680992
0.2962500,0.1463388
0.2975000,0.1608458
0.2987500,0.1584279
0.3000000,0.1511745
0.3012500,0.1511745
0.3025000,0.1535923
0.3037500,0.1560101
0.3050000,0.1560101
0.3062500,0.1535923
0.3075000,0.1463388
0.3087500,0.1584279
0.3100000,0.1560101
0.3112500,0.1584279
0.3125000,0.1560101
0.3137500,0.1535923
0.3150000,0.1560101
0.3162500,0.1511745
0.3175000,0.1535923
0.3187500,0.1511745
0.3200000,0.1898596
0.3212500,0.1511745
0.3225000,0.1560101
0.3237500,0.1511745
0.3250000,0.1535923
0.3262500,0.1511745
0.3275000,0.1608458
0.3287500,0.1584279
0.3300000,0.1535923
0.3312500,0.1535923
0.3325000,0.1560101
0.3337500,0.1535923
0.3350000,0.1487566
0.3362500,0.1560101
0.3375000,0.1584279
0.3387500,0.1511745
0.3400000,0.1535923
0.3412500,0.1511745
0.3425000,0.1221606
0.3437500,0.1535923
0.3450000,0.1487566
0.3462500,0.1560101
0.3475000,0.1560101
0.3487500,0.1584279
0.3500000,0.1511745
0.3512500,0.1584279
0.3525000,0.1560101
0.3537500,0.1535923
0.3550000,0.1584279
0.3562500,0.1511745
0.3575000,0.1801883
0.3587500,0.1511745
0.3600000,0.1535923
0.3612500,0.1584279
0.3625000,0.1560101
0.3637500,0.1511745
0.3650000,0.1439210
0.3662500,0.1535923
0.3675000,0.1560101
0.3687500,0.1535923
0.3700000,0.1511745
0.3712500,0.1535923
0.3725000,0.1560101
0.3737500,0.1511745
0.3750000,0.1318319
0.3762500,0.1511745
0.3775000,0.1511745
0.3787500,0.1535923
0.3800000,0.1535923
0.3812500,0.1608458
0.3825000,0.1463388
0.3837500,0.1511745
0.3850000,0.1729349
0.3862500,0.1511745
0.3875000,0.1560101
0.3887500,0.1535923
0.3900000,0.1511745
0.3912500,0.1535923
0.3925000,0.1535923
0.3937500,0.1535923
0.3950000,0.1511745
0.3962500,0.1560101
0.3975000,0.1560101
0.3987500,0.1535923
0.4000000,0.1535923
0.4012500,0.1608458
0.4025000,0.1535923
0.4037500,0.1535923
0.4050000,0.1560101
0.4062500,0.1487566
0.4075000,0.1535923
0.4087500,0.1560101
0.4100000,0.1487566
0.4112500,0.1535923
0.4125000,0.1511745
0.4137500,0.1535923
0.4150000,0.1511745
0.4162500,0.1535923
0.4175000,0.1511745
0.4187500,0.1560101
0.4200000,0.1560101
0.4212500,0.1511745
0.4225000,0.1608458
0.4237500,0.1535923
0.4250000,0.1535923
0.4262500,0.1511745
0.4275000,0.1535923
0.4287500,0.1560101
0.4300000,0.1535923
0.4312500,0.1487566
0.4325000,0.1511745
0.4337500,0.1560101
0.4350000,0.1535923
0.4362500,0.1584279
0.4375000,0.1535923
0.4387500,0.1584279
0.4400000,0.1584279
0.4412500,0.1390853
0.4425000,0.1511745
0.4437500,0.1560101
0.4450000,0.1535923
0.4462500,0.1560101
0.4475000,0.1463388
0.4487500,0.1535923
0.4500000,0.1560101
0.4512500,0.1656814
0.4525000,0.1511745
0.4537500,0.1560101
0.4550000,0.1173249
0.4562500,0.1487566
0.4575000,0.1608458
0.4587500,0.1535923
0.4600000,0.1535923
0.4612500,0.1511745
0.4625000,0.1535923
0.4637500,0.1511745
0.4650000,0.1560101
0.4662500,0.1535923
0.4675000,0.1511745
0.4687500,0.1535923
0.4700000,0.1656814
0.4712500,0.1584279
0.4725000,0.1511745
0.4737500,0.1487566
0.4750000,0.1560101
0.4762500,0.1511745
0.4775000,0.1560101
0.4787500,0.1511745
0.4800000,0.1560101
0.4812500,0.1487566
0.4825000,0.1560101
0.4837500,0.1560101
0.4850000,0.1560101
0.4862500,0.1511745
0.4875000,0.1487566
0.4887500,0.1560101
0.4900000,0.1560101
0.4912500,0.1560101
0.4925000,0.1535923
0.4937500,0.1560101
0.4950000,0.1511745
0.4962500,0.1584279
0.4975000,0.1560101
0.4987500,0.1560101
0.5000000,0.1535923
0.5012500,0.1535923
0.5025000,0.1535923
0.5037500,0.1511745
0.5050000,0.1511745
0.5062500,0.1487566
0.5075000,0.1535923
0.5087500,0.1560101
0.5100000,0.1560101
0.5112500,0.1535923
0.5125000,0.1560101
0.5137500,0.1729349
0.5150000,0.1535923
0.5162500,0.1511745
0.5175000,0.1511745
0.5187500,0.1535923
0.5200000,0.1608458
0.5212500,0.1584279
0.5225000,0.1535923
0.5237500,0.1487566
0.5250000,0.1535923
0.5262500,0.1487566
0.5275000,0.1535923
0.5287500,0.1535923
0.5300000,0.1560101
0.5312500,0.1560101
0.5325000,0.1560101
0.5337500,0.1511745
0.5350000,0.1535923
0.5362500,0.1535923
0.5375000,0.1511745
0.5387500,0.1535923
0.5400000,0.1535923
0.5412500,0.1584279
0.5425000,0.1535923
0.5437500,0.1535923
0.5450000,0.1560101
0.5462500,0.1511745
0.5475000,0.1560101
0.5487500,0.1560101
0.5500000,0.1511745
0.5512500,0.1535923
0.5525000,0.1560101
0.5537500,0.1535923
0.5550000,0.1487566
0.5562500,0.1535923
0.5575000,0.1535923
0.5587500,0.1511745
0.5600000,0.1632636
0.5612500,0.1560101
0.5625000,0.1487566
0.5637500,0.1560101
0.5650000,0.1560101
0.5662500,0.1511745
0.5675000,0.1511745
0.5687500,0.1560101
0.5700000,0.1753527
0.5712500,0.1535923
0.5725000,0.1535923
0.5737500,0.1535923
0.5750000,0.1511745
0.5762500,0.1511745
0.5775000,0.1511745
0.5787500,0.1535923
0.5800000,0.1535923
0.5812500,0.1487566
0.5825000,0.1535923
0.5837500,0.1511745
0.5850000,0.1560101
0.5862500,0.1511745
0.5875000,0.1511745
0.5887500,0.1535923
0.5900000,0.1535923
0.5912500,0.1535923
0.5925000,0.1535923
0.5937500,0.1560101
0.5950000,0.1487566
0.5962500,0.1560101
0.5975000,0.1463388
0.5987500,0.1560101
0.6000000,0.1608458
0.6012500,0.1511745
0.6025000,0.1535923
0.6037500,0.1535923
0.6050000,0.1487566
0.6062500,0.1753527
0.6075000,0.1511745
0.6087500,0.1535923
0.6100000,0.1487566
0.6112500,0.1535923
0.6125000,0.1560101
0.6137500,0.1535923
0.6150000,0.1487566
0.6162500,0.1487566
0.6175000,0.1560101
0.6187500,0.1535923
0.6200000,0.1608458
0.6212500,0.1777705
0.6225000,0.1584279
0.6237500,0.1487566
0.6250000,0.1511745
0.6262500,0.1535923
0.6275000,0.1487566
0.6287500,0.1535923
0.6300000,0.1560101
0.6312500,0.1560101
0.6325000,0.1511745
0.6337500,0.1511745
0.6350000,0.1535923
0.6362500,0.1511745
0.6375000,0.1535923
0.6387500,0.1535923
0.6400000,0.1511745
0.6412500,0.1511745
0.6425000,0.1535923
0.6437500,0.1560101
0.6450000,0.1535923
0.6462500,0.1487566
0.6475000,0.1511745
0.6487500,0.1535923
0.6500000,0.1535923
0.6512500,0.1511745
0.6525000,0.1535923
0.6537500,0.1560101
0.6550000,0.1560101
0.6562500,0.1560101
0.6575000,0.1560101
0.6587500,0.1584279
0.6600000,0.1535923
0.6612500,0.1511745
0.6625000,0.1560101
0.6637500,0.1560101
0.6650000,0.1584279
0.6662500,0.1656814
0.6675000,0.1608458
0.6687500,0.1560101
0.6700000,0.1511745
0.6712500,0.1560101
0.6725000,0.1439210
0.6737500,0.1487566
0.6750000,0.1560101
0.6762500,0.1487566
0.6775000,0.1487566
0.6787500,0.1487566
0.6800000,0.1560101
0.6812500,0.1560101
0.6825000,0.1560101
0.6837500,0.1584279
0.6850000,0.1487566
0.6862500,0.1656814
0.6875000,0.1535923
0.6887500,0.1535923
0.6900000,0.1487566
0.6912500,0.1511745
0.6925000,0.1608458
0.6937500,0.1511745
0.6950000,0.1366675
0.6962500,0.1511745
0.6975000,0.1511745
0.6987500,0.1511745
0.7000000,0.1535923
0.7012500,0.1535923
0.7025000,0.1487566
0.7037500,0.1511745
0.7050000,0.1511745
0.7062500,0.1487566
0.7075000,0.1560101
0.7087500,0.1560101
0.7100000,0.1439210
0.7112500,0.1560101
0.7125000,0.1535923
0.7137500,0.1535923
0.7150000,0.1487566
0.7162500,0.1560101
0.7175000,0.1511745
0.7187500,0.1560101
0.7200000,0.1560101
0.7212500,0.1584279
0.7225000,0.1487566
0.7237500,0.1584279
0.7250000,0.1560101
0.7262500,0.1535923
0.7275000,0.1535923
0.7287500,0.1608458
0.7300000,0.1487566
0.7312500,0.1535923
0.7325000,0.1511745
0.7337500,0.1535923
0.7350000,0.1560101
0.7362500,0.1560101
0.7375000,0.1535923
0.7387500,0.1535923
0.7400000,0.1342497
0.7412500,0.1535923
0.7425000,0.1535923
0.7437500,0.1511745
0.7450000,0.1560101
0.7462500,0.1487566
0.7475000,0.1487566
0.7487500,0.1560101
0.7500000,0.1487566
0.7512500,0.1535923
0.7525000,0.1511745
0.7537500,0.1511745
0.7550000,0.1535923
0.7562500,0.1535923
0.7575000,0.1439210
0.7587500,0.1584279
0.7600000,0.1511745
0.7612500,0.1584279
0.7625000,0.1487566
0.7637500,0.1608458
0.7650000,0.1511745
0.7662500,0.1535923
0.7675000,0.1511745
0.7687500,0.1584279
0.7700000,0.1535923
0.7712500,0.1729349
0.7725000,0.1560101
0.7737500,0.1511745
0.7750000,0.1487566
0.7762500,0.1511745
0.7775000,0.1535923
0.7787500,0.1560101
0.7800000,0.1511745
0.7812500,0.1560101
0.7825000,0.1511745
0.7837500,0.1511745
0.7850000,0.1511745
0.7862500,0.1535923
0.7875000,0.1463388
0.7887500,0.1535923
0.7900000,0.1560101
0.7912500,0.1535923
0.7925000,0.1511745
0.7937500,0.1535923
0.7950000,0.1560101
0.7962500,0.1560101
0.7975000,0.1511745
0.7987500,0.1511745
0.8000000,0.1535923
0.8012500,0.1463388
0.8025000,0.1535923
0.8037500,0.1535923
0.8050000,0.1535923
0.8062500,0.1463388
0.8075000,0.1463388
0.8087500,0.1560101
0.8100000,0.1826062
0.8112500,0.1632636
0.8125000,0.1511745
0.8137500,0.1318319
0.8150000,0.1511745
0.8162500,0.1560101
0.8175000,0.1584279
0.8187500,0.1560101
0.8200000,0.1560101
0.8212500,0.1487566
0.8225000,0.1753527
0.8237500,0.1608458
0.8250000,0.1535923
0.8262500,0.1535923
0.8275000,0.1535923
0.8287500,0.1560101
0.8300000,0.1560101
0.8312500,0.1535923
0.8325000,0.1487566
0.8337500,0.1535923
0.8350000,0.1560101
0.8362500,0.1535923
0.8375000,0.1535923
0.8387500,0.1608458
0.8400000,0.1560101
0.8412500,0.1511745
0.8425000,0.1511745
0.8437500,0.1511745
0.8450000,0.1535923
0.8462500,0.1511745
0.8475000,0.1560101
0.8487500,0.1511745
0.8500000,0.1511745
0.8512500,0.1632636
0.8525000,0.1560101
0.8537500,0.1535923
0.8550000,0.1535923
0.8562500,0.1487566
0.8575000,0.1511745
0.8587500,0.1511745
0.8600000,0.1511745
0.8612500,0.1560101
0.8625000,0.1487566
0.8637500,0.1511745
0.8650000,0.1487566
0.8662500,0.1487566
0.8675000,0.1463388
0.8687500,0.1535923
0.8700000,0.1511745
0.8712500,0.1511745
0.8725000,0.1511745
0.8737500,0.1560101
0.8750000,0.1511745
0.8762500,0.1511745
0.8775000,0.1560101
0.8787500,0.1560101
0.8800000,0.1511745
0.8812500,0.1560101
0.8825000,0.1487566
0.8837500,0.1511745
0.8850000,0.1535923
0.8862500,0.1535923
0.8875000,0.1511745
0.8887500,0.1560101
0.8900000,0.1415032
0.8912500,0.1487566
0.8925000,0.1608458
0.8937500,0.1535923
0.8950000,0.1439210
0.8962500,0.1535923
0.8975000,0.1511745
0.8987500,0.1535923
0.9000000,0.1560101
0.9012500,0.1463388
0.9025000,0.1487566
0.9037500,0.1535923
0.9050000,0.1584279
0.9062500,0.1487566
0.9075000,0.1511745
0.9087500,0.1584279
0.9100000,0.1487566
0.9112500,0.1487566
0.9125000,0.1511745
0.9137500,0.1511745
0.9150000,0.1511745
0.9162500,0.1535923
0.9175000,0.1511745
0.9187500,0.1560101
0.9200000,0.1511745
0.9212500,0.1705171
0.9225000,0.1511745
0.9237500,0.1535923
0.9250000,0.1560101
0.9262500,0.1511745
0.9275000,0.1511745
0.9287500,0.1560101
0.9300000,0.1535923
0.9312500,0.1584279
0.9325000,0.1560101
0.9337500,0.1511745
0.9350000,0.1511745
0.9362500,0.1535923
0.9375000,0.1584279
0.9387500,0.1560101
0.9400000,0.1560101
0.9412500,0.1560101
0.9425000,0.1487566
0.9437500,0.1487566
0.9450000,0.1535923
0.9462500,0.1511745
0.9475000,0.1511745
0.9487500,0.1511745
0.9500000,0.1680992
0.9512500,0.1560101
0.9525000,0.1535923
0.9537500,0.1535923
0.9550000,0.1584279
0.9562500,0.1511745
0.9575000,0.1511745
0.9587500,0.1269962
0.9600000,0.1584279
0.9612500,0.1487566
0.9625000,0.1560101
0.9637500,0.1511745
0.9650000,0.1560101
0.9662500,0.1511745
0.9675000,0.1511745
0.9687500,0.1560101
0.9700000,0.1535923
0.9712500,0.1560101
0.9725000,0.1535923
0.9737500,0.1584279
0.9750000,0.1511745
0.9762500,0.1560101
0.9775000,0.1535923
0.9787500,0.1535923
0.9800000,0.1560101
0.9812500,0.1535923
0.9825000,0.1124893
0.9837500,0.1511745
0.9850000,0.1560101
0.9862500,0.1487566
0.9875000,0.1535923
0.9887500,0.1680992
0.9900000,0.1511745
0.9912500,0.1535923
0.9925000,0.1535923
0.9937500,0.1560101
0.9950000,0.1511745
0.9962500,0.1463388
0.9975000,0.1487566
0.9987500,0.1535923
1.0000000,0.1535923
1.0012500,0.1560101
1.0025000,0.1535923
1.0037500,0.1511745
1.0050000,0.1511745
1.0062500,0.1487566
1.0075000,0.1560101
1.0087500,0.1560101
1.0100000,0.1801883
1.0112500,0.1584279
1.0125000,0.1535923
1.0137500,0.1535923
1.0150000,0.1535923
1.0162500,0.1535923
1.0175000,0.1535923
1.0187500,0.1487566
1.0200000,0.1584279
1.0212500,0.1560101
1.0225000,0.1463388
1.0237500,0.1511745
1.0250000,0.1535923
1.0262500,0.1535923
1.0275000,0.1535923
1.0287500,0.1535923
1.0300000,0.1487566
1.0312500,0.1560101
1.0325000,0.1560101
1.0337500,0.1608458
1.0350000,0.1511745
1.0362500,0.1560101
1.0375000,0.1487566
1.0387500,0.1560101
1.0400000,0.1729349
1.0412500,0.1535923
1.0425000,0.1487566
1.0437500,0.1535923
1.0450000,0.1560101
1.0462500,0.1535923
1.0475000,0.1535923
1.0487500,0.1560101
1.0500000,0.1487566
1.0512500,0.1487566
1.0525000,0.1535923
1.0537500,0.1487566
1.0550000,0.1511745
1.0562500,0.1463388
1.0575000,0.1511745
1.0587500,0.1511745
1.0600000,0.1511745
1.0612500,0.1511745
1.0625000,0.1511745
1.0637500,0.1511745
1.0650000,0.1535923
1.0662500,0.1511745
1.0675000,0.1511745
1.0687500,0.1535923
1.0700000,0.1535923
1.0712500,0.1535923
1.0725000,0.1487566
1.0737500,0.1535923
1.0750000,0.1511745
1.0762500,0.1560101
1.0775000,0.1511745
1.0787500,0.1269962
1.0800000,0.1535923
1.0812500,0.1511745
1.0825000,0.1535923
1.0837500,0.1560101
1.0850000,0.1487566
1.0862500,0.1535923
1.0875000,0.1487566
1.0887500,0.1535923
1.0900000,0.1535923
1.0912500,0.1560101
1.0925000,0.1560101
1.0937500,0.1560101
1.0950000,0.1680992
1.0962500,0.1535923
1.0975000,0.1535923
1.0987500,0.1560101
1.1000000,0.1511745
1.1012500,0.1535923
1.1025000,0.1584279
1.1037500,0.1487566
1.1050000,0.1511745
1.1062500,0.1511745
1.1075000,0.1487566
1.1087500,0.1511745
1.1100000,0.1560101
1.1112500,0.1560101
1.1125000,0.1511745
1.1137500,0.0834754
1.1150000,0.1584279
1.1162500,0.1560101
1.1175000,0.1535923
1.1187500,0.1535923
1.1200000,0.1535923
1.1212500,0.1535923
1.1225000,0.1535923
1.1237500,0.1535923
1.1250000,0.1560101
1.1262500,0.1487566
1.1275000,0.1511745
1.1287500,0.1560101
1.1300000,0.1511745
1.1312500,0.1511745
1.1325000,0.1511745
1.1337500,0.1584279
1.1350000,0.1535923
1.1362500,0.1560101
1.1375000,0.1560101
1.1387500,0.1584279
1.1400000,0.1487566
1.1412500,0.1511745
1.1425000,0.1560101
1.1437500,0.1511745
1.1450000,0.1463388
1.1462500,0.1511745
1.1475000,0.1535923
1.1487500,0.1560101
1.1500000,0.1511745
1.1512500,0.1560101
1.1525000,0.1560101
1.1537500,0.1560101
1.1550000,0.1535923
1.1562500,0.1511745
1.1575000,0.1487566
1.1587500,0.1487566
1.1600000,0.1560101
1.1612500,0.1584279
1.1625000,0.1511745
1.1637500,0.1535923
1.1650000,0.1511745
1.1662500,0.1511745
1.1675000,0.1584279
1.1687500,0.1511745
1.1700000,0.1511745
1.1712500,0.1560101
1.1725000,0.1584279
1.1737500,0.1535923
1.1750000,0.1560101
1.1762500,0.1535923
1.1775000,0.1535923
1.1787500,0.1463388
1.1800000,0.1584279
1.1812500,0.1560101
1.1825000,0.1487566
1.1837500,0.1511745
1.1850000,0.1511745
1.1862500,0.1535923
1.1875000,0.1511745
1.1887500,0.1511745
1.1900000,0.1463388
1.1912500,0.1535923
1.1925000,0.1511745
1.1937500,0.1439210
1.1950000,0.1511745
1.1962500,0.1560101
1.1975000,0.1511745
1.1987500,0.1560101
1.2000000,0.1535923
1.2012500,0.1560101
1.2025000,0.1487566
1.2037500,0.1535923
1.2050000,0.1560101
1.2062500,0.1535923
1.2075000,0.1560101
1.2087500,0.1632636
1.2100000,0.1487566
1.2112500,0.1511745
1.2125000,0.1535923
1.2137500,0.1294140
1.2150000,0.1535923
1.2162500,0.1560101
1.2175000,0.1535923
1.2187500,0.1560101
1.2200000,0.1560101
1.2212500,0.1463388
1.2225000,0.1535923
1.2237500,0.1511745
1.2250000,0.1535923
1.2262500,0.1511745
1.2275000,0.1463388
1.2287500,0.1511745
1.2300000,0.1560101
1.2312500,0.1535923
1.2325000,0.1511745
1.2337500,0.1535923
1.2350000,0.1560101
1.2362500,0.1584279
1.2375000,0.1511745
1.2387500,0.1560101
1.2400000,0.1487566
1.2412500,0.1487566
1.2425000,0.1487566
1.2437500,0.1560101
1.2450000,0.1511745
1.2462500,0.1535923
1.2475000,0.1535923
1.2487500,0.1560101
1.2500000,0.1487566
1.2512500,0.1560101
1.2525000,0.1560101
1.2537500,0.1511745
1.2550000,0.1535923
1.2562500,0.1463388
1.2575000,0.1753527
1.2587500,0.1535923
1.2600000,0.1560101
1.2612500,0.1560101
1.2625000,0.1487566
1.2637500,0.1463388
1.2650000,0.1560101
1.2662500,0.1535923
1.2675000,0.1511745
1.2687500,0.1463388
1.2700000,0.1584279
1.2712500,0.1560101
1.2725000,0.1463388
1.2737500,0.1487566
1.2750000,0.1535923
1.2762500,0.1705171
1.2775000,0.1535923
1.2787500,0.1535923
1.2800000,0.1535923
1.2812500,0.1511745
1.2825000,0.1535923
1.2837500,0.1535923
1.2850000,0.1584279
1.2862500,0.1511745
1.2875000,0.1487566
1.2887500,0.1560101
1.2900000,0.1560101
1.2912500,0.1511745
1.2925000,0.1463388
1.2937500,0.1535923
1.2950000,0.1560101
1.2962500,0.1511745
1.2975000,0.1535923
1.2987500,0.1584279
1.3000000,0.1535923
1.3012500,0.1560101
1.3025000,0.1511745
1.3037500,0.1535923
1.3050000,0.1487566
1.3062500,0.1487566
1.3075000,0.1511745
1.3087500,0.1560101
1.3100000,0.1560101
1.3112500,0.1560101
1.3125000,0.1535923
1.3137500,0.1560101
1.3150000,0.1560101
1.3162500,0.1511745
1.3175000,0.1511745
1.3187500,0.1584279
1.3200000,0.1560101
1.3212500,0.1584279
1.3225000,0.1584279
1.3237500,0.1535923
1.3250000,0.1511745
1.3262500,0.1535923
1.3275000,0.1560101
1.3287500,0.1511745
1.3300000,0.1511745
1.3312500,0.1608458
1.3325000,0.1584279
1.3337500,0.1560101
1.3350000,0.1463388
1.3362500,0.1535923
1.3375000,0.1511745
1.3387500,0.1511745
1.3400000,0.1584279
1.3412500,0.1560101
1.3425000,0.1487566
1.3437500,0.1535923
1.3450000,0.1511745
1.3462500,0.1511745
1.3475000,0.1560101
1.3487500,0.1535923
1.3500000,0.1487566
1.3512500,0.1560101
1.3525000,0.1511745
1.3537500,0.1535923
1.3550000,0.1511745
1.3562500,0.1608458
1.3575000,0.1535923
1.3587500,0.1535923
1.3600000,0.1584279
1.3612500,0.1560101
1.3625000,0.1511745
1.3637500,0.1560101
1.3650000,0.1560101
1.3662500,0.1535923
1.3675000,0.1535923
1.3687500,0.1535923
1.3700000,0.1487566
1.3712500,0.1487566
1.3725000,0.1535923
1.3737500,0.1535923
1.3750000,0.1535923
1.3762500,0.1560101
1.3775000,0.1463388
1.3787500,0.1535923
1.3800000,0.1535923
1.3812500,0.1535923
1.3825000,0.1560101
1.3837500,0.1511745
1.3850000,0.1608458
1.3862500,0.1535923
1.3875000,0.1560101
1.3887500,0.1560101
1.3900000,0.1560101
1.3912500,0.1511745
1.3925000,0.1511745
1.3937500,0.1560101
1.3950000,0.1269962
1.3962500,0.1560101
1.3975000,0.1560101
1.3987500,0.1535923
1.4000000,0.1511745
1.4012500,0.1463388
1.4025000,0.1535923
1.4037500,0.1560101
1.4050000,0.1511745
1.4062500,0.1584279
1.4075000,0.1656814
1.4087500,0.1511745
1.4100000,0.1511745
1.4112500,0.1560101
1.4125000,0.1560101
1.4137500,0.1560101
1.4150000,0.1463388
1.4162500,0.1463388
1.4175000,0.1874418
1.4187500,0.1511745
1.4200000,0.1560101
1.4212500,0.1560101
1.4225000,0.1535923
1.4237500,0.1439210
1.4250000,0.1560101
1.4262500,0.1511745
1.4275000,0.0955645
1.4287500,0.1511745
1.4300000,0.1560101
1.4312500,0.1560101
1.4325000,0.1487566
1.4337500,0.1511745
1.4350000,0.1584279
1.4362500,0.1560101
1.4375000,0.1656814
1.4387500,0.1511745
1.4400000,0.1560101
1.4412500,0.1487566
1.4425000,0.1511745
1.4437500,0.1560101
1.4450000,0.1560101
1.4462500,0.1463388
1.4475000,0.1511745
1.4487500,0.1535923
1.4500000,0.1560101
1.4512500,0.1584279
1.4525000,0.1560101
1.4537500,0.1777705
