Time (s),Ch1 (V),Ch2 (V)
0.0962500,0.1729349,0.1801883
0.0963750,0.1753527,0.1777705
0.0965000,0.1656814,0.1680992
0.0966250,0.1729349,0.1801883
0.0967500,0.1729349,0.1777705
0.0968750,0.1777705,0.1753527
0.0970000,0.1705171,0.1729349
0.0971250,0.1705171,0.1753527
0.0972500,0.1656814,0.1729349
0.0973750,0.1656814,0.1680992
0.0975000,0.1753527,0.1753527
0.0976250,0.1705171,0.1777705
0.0977500,0.1753527,0.1753527
0.0978750,0.1705171,0.1729349
0.0980000,0.1680992,0.2043666
0.0981250,0.1705171,0.1777705
0.0982500,0.1656814,0.1729349
0.0983750,0.1680992,0.1777705
0.0985000,0.1705171,0.1729349
0.0986250,0.1705171,0.1705171
0.0987500,0.1705171,0.1777705
0.0988750,0.1705171,0.1801883
0.0990000,0.1656814,0.1753527
0.0991250,0.1656814,0.1801883
0.0992500,0.1705171,0.1777705
0.0993750,0.1705171,0.1729349
0.0995000,0.1753527,0.1753527
0.0996250,0.1729349,0.1753527
0.0997500,0.1680992,0.1801883
0.0998750,0.1729349,0.1777705
0.1000000,0.1753527,0.1801883
0.1001250,0.1656814,0.1777705
0.1002500,0.1680992,0.1729349
0.1003750,0.1680992,0.1777705
0.1005000,0.1705171,0.1753527
0.1006250,0.1777705,0.1801883
0.1007500,0.1705171,0.1777705
0.1008750,0.1680992,0.1777705
0.1010000,0.1729349,0.1777705
0.1011250,0.1705171,0.1705171
0.1012500,0.1705171,0.1777705
0.1013750,0.1632636,0.1705171
0.1015000,0.1777705,0.1777705
0.1016250,0.1705171,0.1946953
0.1017500,0.1801883,0.1705171
0.1018750,0.1680992,0.1777705
0.1020000,0.1729349,0.1801883
0.1021250,0.1560101,0.1705171
0.1022500,0.1705171,0.1777705
0.1023750,0.1680992,0.1729349
0.1025000,0.1656814,0.1753527
0.1026250,0.1705171,0.1705171
0.1027500,0.1680992,0.1729349
0.1028750,0.1729349,0.1753527
0.1030000,0.1705171,0.1173249
0.1031250,0.1680992,0.1753527
0.1032500,0.1656814,0.1705171
0.1033750,0.1705171,0.1777705
0.1035000,0.1753527,0.1777705
0.1036250,0.1656814,0.1753527
0.1037500,0.1729349,0.1753527
0.1038750,0.1729349,0.1777705
0.1040000,0.1729349,0.1753527
0.1041250,0.1705171,0.1753527
0.1042500,0.1705171,0.1826062
0.1043750,0.1656814,0.1753527
0.1045000,0.1729349,0.1777705
0.1046250,0.1753527,0.1729349
0.1047500,0.1632636,0.1753527
0.1048750,0.1632636,0.1753527
0.1050000,0.1729349,0.1777705
0.1051250,0.1705171,0.1753527
0.1052500,0.1680992,0.1705171
0.1053750,0.1656814,0.1729349
0.1055000,0.1753527,0.1729349
0.1056250,0.1680992,0.1753527
0.1057500,0.1729349,0.1777705
0.1058750,0.1777705,0.1826062
0.1060000,0.1777705,0.1777705
0.1061250,0.1584279,0.1753527
0.1062500,0.1680992,0.1753527
0.1063750,0.1705171,0.1729349
0.1065000,0.1656814,0.1753527
0.1066250,0.1608458,0.1705171
0.1067500,0.1874418,0.1729349
0.1068750,0.1705171,0.1850240
0.1070000,0.1656814,0.1753527
0.1071250,0.1729349,0.1753527
0.1072500,0.1729349,0.1705171
0.1073750,0.1729349,0.1729349
0.1075000,0.1753527,0.1777705
0.1076250,0.1705171,0.1729349
0.1077500,0.1777705,0.1753527
0.1078750,0.1680992,0.1753527
0.1080000,0.1584279,0.1801883
0.1081250,0.1680992,0.1874418
0.1082500,0.1729349,0.1705171
0.1083750,0.1656814,0.1801883
0.1085000,0.1729349,0.1922775
0.1086250,0.1729349,0.1753527
0.1087500,0.1656814,0.1680992
0.1088750,0.1680992,0.1753527
0.1090000,0.1656814,0.1705171
0.1091250,0.1680992,0.1729349
0.1092500,0.1656814,0.1753527
0.1093750,0.1680992,0.1705171
0.1095000,0.1656814,0.1753527
0.1096250,0.1705171,0.1705171
0.1097500,0.1656814,0.1729349
0.1098750,0.1729349,0.1729349
0.1100000,0.1705171,0.1729349
0.1101250,0.1729349,0.1729349
0.1102500,0.1656814,0.1729349
0.1103750,0.1680992,0.1729349
0.1105000,0.1729349,0.1729349
0.1106250,0.1656814,0.1777705
0.1107500,0.1680992,0.1753527
0.1108750,0.1729349,0.1729349
0.1110000,0.1826062,0.1729349
0.1111250,0.1874418,0.1729349
0.1112500,0.1729349,0.1729349
0.1113750,0.1850240,0.1729349
0.1115000,0.1729349,0.1753527
0.1116250,0.1656814,0.1777705
0.1117500,0.1777705,0.1705171
0.1118750,0.1729349,0.1705171
0.1120000,0.1729349,0.1753527
0.1121250,0.1705171,0.1729349
0.1122500,0.1753527,0.1826062
0.1123750,0.2019488,0.1729349
0.1125000,0.1705171,0.1729349
0.1126250,0.1656814,0.1753527
0.1127500,0.1680992,0.1753527
0.1128750,0.1705171,0.1729349
0.1130000,0.1705171,0.1729349
0.1131250,0.1729349,0.1656814
0.1132500,0.1656814,0.1753527
0.1133750,0.1705171,0.1729349
0.1135000,0.1680992,0.1753527
0.1136250,0.1729349,0.1729349
0.1137500,0.1705171,0.1729349
0.1138750,0.1705171,0.1753527
0.1140000,0.1680992,0.1753527
0.1141250,0.1680992,0.1729349
0.1142500,0.1705171,0.1753527
0.1143750,0.1705171,0.1729349
0.1145000,0.1608458,0.1705171
0.1146250,0.1608458,0.1680992
0.1147500,0.1680992,0.1777705
0.1148750,0.1705171,0.1777705
0.1150000,0.1705171,0.1753527
0.1151250,0.1656814,0.1777705
0.1152500,0.1705171,0.1753527
0.1153750,0.1729349,0.1777705
0.1155000,0.1705171,0.1705171
0.1156250,0.1729349,0.1753527
0.1157500,0.1729349,0.1777705
0.1158750,0.1680992,0.1850240
0.1160000,0.1753527,0.1753527
0.1161250,0.1680992,0.1753527
0.1162500,0.1946953,0.1753527
0.1163750,0.1680992,0.1753527
0.1165000,0.1680992,0.1777705
0.1166250,0.1729349,0.1777705
0.1167500,0.1052358,0.1777705
0.1168750,0.1729349,0.1777705
0.1170000,0.1753527,0.1753527
0.1171250,0.1729349,0.1777705
0.1172500,0.1801883,0.1777705
0.1173750,0.1680992,0.1729349
0.1175000,0.1801883,0.1753527
0.1176250,0.1729349,0.1753527
0.1177500,0.1729349,0.1729349
0.1178750,0.1777705,0.1995309
0.1180000,0.1705171,0.1753527
0.1181250,0.1680992,0.1729349
0.1182500,0.1705171,0.1753527
0.1183750,0.1705171,0.1656814
0.1185000,0.1705171,0.1729349
0.1186250,0.1753527,0.1850240
0.1187500,0.1898596,0.1753527
0.1188750,0.1680992,0.1753527
0.1190000,0.1656814,0.1680992
0.1191250,0.1680992,0.1753527
0.1192500,0.1656814,0.1729349
0.1193750,0.1705171,0.1705171
0.1195000,0.1729349,0.1729349
0.1196250,0.1680992,0.1777705
0.1197500,0.1680992,0.1753527
0.1198750,0.1753527,0.1753527
0.1200000,0.1705171,0.1777705
0.1201250,0.1729349,0.1777705
0.1202500,0.1680992,0.1753527
0.1203750,0.1656814,0.1415032
0.1205000,0.1777705,0.1801883
0.1206250,0.1753527,0.1801883
0.1207500,0.1680992,0.1777705
0.1208750,0.1801883,0.1801883
0.1210000,0.1777705,0.1850240
0.1211250,0.1680992,0.1753527
0.1212500,0.1826062,0.1850240
0.1213750,0.1874418,0.1898596
0.1215000,0.1874418,0.1922775
0.1216250,0.1898596,0.2092022
0.1217500,0.1874418,0.2043666
0.1218750,0.2116201,0.2116201
0.1220000,0.2261270,0.2261270
0.1221250,0.2261270,0.2333805
0.1222500,0.2527231,0.2527231
0.1223750,0.2623944,0.2648122
0.1225000,0.2865726,0.2889904
0.1226250,0.2986617,0.3034974
0.1227500,0.3276756,0.3300934
0.1228750,0.3397647,0.3470182
0.1230000,0.3760321,0.3832856
0.1231250,0.3929569,0.3977925
0.1232500,0.4316421,0.4413134
0.1233750,0.4582381,0.4582381
0.1235000,0.4993411,0.5307729
0.1236250,0.5235194,0.5283550
0.1237500,0.5839650,0.5839650
0.1238750,0.6008898,0.6033076
0.1240000,0.6613354,0.6782601
0.1241250,0.6903493,0.6879314
0.1242500,0.7411236,0.7411236
0.1243750,0.7653018,0.7725553
0.1245000,0.8064048,0.7991513
0.1246250,0.8620148,0.8668504
0.1247500,0.9103713,0.9127891
0.1248750,0.9563099,0.9611456
0.1250000,0.9949951,1.0046664
0.1251250,1.0215912,1.0095020
0.1252500,1.0481872,1.0554407
0.1253750,1.0796190,1.0892902
0.1255000,1.1231398,1.1303933
0.1256250,1.1521537,1.1618250
0.1257500,1.1835854,1.1835854
0.1258750,1.2053458,1.2101815
0.1260000,1.2271062,1.2343597
0.1261250,1.2464488,1.2537023
0.1262500,1.2730449,1.2778805
0.1263750,1.2899697,1.2923875
0.1265000,1.3044766,1.3020588
0.1266250,1.3093122,1.3141479
0.1267500,1.3093122,1.3117301
0.1268750,1.3117301,1.3117301
0.1270000,1.3044766,1.3093122
0.1271250,1.3020588,1.3093122
0.1272500,1.2972231,1.2996410
0.1273750,1.2802984,1.2851340
0.1275000,1.2561201,1.2537023
0.1276250,1.2319419,1.2343597
0.1277500,1.2222706,1.2246884
0.1278750,1.1860032,1.1860032
0.1280000,1.1594071,1.1642428
0.1281250,1.1352289,1.1424824
0.1282500,1.0868724,1.0941259
0.1283750,1.0602764,1.0409338
0.1285000,1.0264268,1.0288446
0.1286250,0.9949951,0.9949951
0.1287500,0.9466386,0.9514743
0.1288750,0.8886108,0.8886108
0.1290000,0.8281652,0.8354187
0.1291250,0.7967335,0.8088226
0.1292500,0.7459592,0.7483770
0.1293750,0.6879314,0.6927671
0.1295000,0.6371571,0.6371571
0.1296250,0.6033076,0.6105611
0.1297500,0.5573689,0.5597867
0.1298750,0.5186837,0.5259372
0.1300000,0.4679094,0.4679094
0.1301250,0.4461490,0.4534025
0.1302500,0.3977925,0.4002104
0.1303750,0.3736143,0.3687786
0.1305000,0.3518539,0.3566895
0.1306250,0.2986617,0.3059152
0.1307500,0.2889904,0.2865726
0.1308750,0.2430518,0.2503053
0.1310000,0.2285448,0.2333805
0.1311250,0.2140379,0.2164557
0.1312500,0.2067844,0.2116201
0.1313750,0.1874418,0.1850240
0.1315000,0.1801883,0.1826062
0.1316250,0.1826062,0.1826062
0.1317500,0.1826062,0.1850240
0.1318750,0.1753527,0.1777705
0.1320000,0.1729349,0.1826062
0.1321250,0.1705171,0.1753527
0.1322500,0.1584279,0.1777705
0.1323750,0.1729349,0.1753527
0.1325000,0.1632636,0.1729349
0.1326250,0.1753527,0.1801883
0.1327500,0.1850240,0.1705171
0.1328750,0.1705171,0.1777705
0.1330000,0.1729349,0.1777705
0.1331250,0.1680992,0.1729349
0.1332500,0.1729349,0.1753527
0.1333750,0.1729349,0.1753527
0.1335000,0.1753527,0.1753527
0.1336250,0.1777705,0.2067844
0.1337500,0.1777705,0.1753527
0.1338750,0.1753527,0.1729349
0.1340000,0.1705171,0.1777705
0.1341250,0.1729349,0.1777705
0.1342500,0.1777705,0.1801883
0.1343750,0.1777705,0.1850240
0.1345000,0.1874418,0.1826062
0.1346250,0.1922775,0.1995309
0.1347500,0.2067844,0.2019488
0.1348750,0.2382161,0.2430518
0.1350000,0.2527231,0.2575587
0.1351250,0.2889904,0.3010796
0.1352500,0.3034974,0.3107509
0.1353750,0.3397647,0.3446004
0.1355000,0.3953747,0.3977925
0.1356250,0.4509847,0.4534025
0.1357500,0.4679094,0.4751629
0.1358750,0.5065946,0.5090124
0.1360000,0.5742937,0.5791293
0.1361250,0.6178145,0.6178145
0.1362500,0.6661710,0.6734245
0.1363750,0.7048562,0.7121097
0.1365000,0.7967335,0.7798088
0.1366250,0.8039870,0.8064048
0.1367500,0.8523435,0.8595969
0.1368750,0.8886108,0.8958643
0.1370000,0.9321317,0.9369673
0.1371250,0.9804882,0.9659812
0.1372500,1.0264268,1.0288446
0.1373750,1.0868724,1.0917081
0.1375000,1.1255576,1.1328111
0.1376250,1.1618250,1.1618250
0.1377500,1.2101815,1.2101815
0.1378750,1.2222706,1.2246884
0.1380000,1.2682092,1.2682092
0.1381250,1.2996410,1.2827162
0.1382500,1.3165657,1.3214014
0.1383750,1.3310727,1.3214014
0.1385000,1.3479974,1.3455796
0.1386250,1.3528331,1.3552509
0.1387500,1.3576687,1.3625044
0.1388750,1.3673400,1.3697579
0.1390000,1.3649222,1.3673400
0.1391250,1.3600866,1.3576687
0.1392500,1.3479974,1.3528331
0.1393750,1.3431618,1.3455796
0.1395000,1.3189835,1.3238192
0.1396250,1.3044766,1.3068944
0.1397500,1.2778805,1.2778805
0.1398750,1.2585379,1.2609558
0.1400000,1.2174349,1.2174349
0.1401250,1.1932567,1.1956745
0.1402500,1.1473180,1.1449002
0.1403750,1.1231398,1.1303933
0.1405000,1.0892902,1.0917081
0.1406250,1.0360981,1.0385159
0.1407500,0.9925773,0.9949951
0.1408750,0.9466386,0.9466386
0.1410000,0.8982821,0.8982821
0.1411250,0.8741039,0.8716861
0.1412500,0.8378365,0.8450900
0.1413750,0.7991513,0.7991513
0.1415000,0.7314523,0.7387057
0.1416250,0.7048562,0.7096918
0.1417500,0.6637532,0.6661710
0.1418750,0.6299036,0.6323215
0.1420000,0.5888006,0.5936363
0.1421250,0.5549511,0.5549511
0.1422500,0.4920877,0.4993411
0.1423750,0.4630738,0.4654916
0.1425000,0.4195529,0.4292242
0.1426250,0.3857034,0.3905391
0.1427500,0.3566895,0.3542717
0.1428750,0.3325113,0.3300934
0.1430000,0.3131687,0.3155865
0.1431250,0.3059152,0.3083330
0.1432500,0.2889904,0.2938261
0.1433750,0.2575587,0.2623944
0.1435000,0.2430518,0.2382161
0.1436250,0.2237092,0.2285448
0.1437500,0.2212914,0.2261270
0.1438750,0.2043666,0.2092022
0.1440000,0.2019488,0.2043666
0.1441250,0.1922775,0.1898596
0.1442500,0.1898596,0.1946953
0.1443750,0.1850240,0.1898596
0.1445000,0.1826062,0.1850240
0.1446250,0.1850240,0.1826062
0.1447500,0.1729349,0.1826062
0.1448750,0.1753527,0.1753527
0.1450000,0.1729349,0.1777705
0.1451250,0.1680992,0.1753527
0.1452500,0.1680992,0.1729349
0.1453750,0.1680992,0.1729349
0.1455000,0.1632636,0.1705171
0.1456250,0.1801883,0.1922775
0.1457500,0.1656814,0.1729349
0.1458750,0.1680992,0.1753527
0.1460000,0.1729349,0.1753527
0.1461250,0.1680992,0.1729349
0.1462500,0.1680992,0.1777705
0.1463750,0.1656814,0.1656814
0.1465000,0.1656814,0.1656814
0.1466250,0.1705171,0.1753527
0.1467500,0.1608458,0.1753527
0.1468750,0.1632636,0.1705171
0.1470000,0.1656814,0.1729349
0.1471250,0.1656814,0.1705171
0.1472500,0.1680992,0.1753527
0.1473750,0.1656814,0.1729349
0.1475000,0.1680992,0.1729349
0.1476250,0.1705171,0.1705171
0.1477500,0.1680992,0.1753527
0.1478750,0.1705171,0.1801883
0.1480000,0.1656814,0.1753527
0.1481250,0.1729349,0.1729349
0.1482500,0.1801883,0.1680992
0.1483750,0.1705171,0.1753527
0.1485000,0.1705171,0.1705171
0.1486250,0.1680992,0.1777705
0.1487500,0.1705171,0.1753527
0.1488750,0.1705171,0.1777705
0.1490000,0.1680992,0.1729349
0.1491250,0.1777705,0.1777705
0.1492500,0.1753527,0.1777705
0.1493750,0.1705171,0.1705171
0.1495000,0.1680992,0.1946953
0.1496250,0.1656814,0.1777705
0.1497500,0.1656814,0.1801883
0.1498750,0.1680992,0.1753527
0.1500000,0.1729349,0.1826062
0.1501250,0.1705171,0.1777705
0.1502500,0.1729349,0.1753527
0.1503750,0.1656814,0.1777705
0.1505000,0.1705171,0.1753527
0.1506250,0.1753527,0.2067844
0.1507500,0.1680992,0.1753527
0.1508750,0.1729349,0.1729349
0.1510000,0.1705171,0.1753527
0.1511250,0.1777705,0.1777705
0.1512500,0.1705171,0.1777705
0.1513750,0.1656814,0.1729349
0.1515000,0.1729349,0.1753527
0.1516250,0.1632636,0.1753527
0.1517500,0.1705171,0.1729349
0.1518750,0.1729349,0.1656814
0.1520000,0.1705171,0.1753527
0.1521250,0.1632636,0.1390853
0.1522500,0.1608458,0.1656814
0.1523750,0.1705171,0.1729349
0.1525000,0.1680992,0.1705171
0.1526250,0.1656814,0.1705171
0.1527500,0.1729349,0.1753527
0.1528750,0.1705171,0.1729349
0.1530000,0.1705171,0.1777705
0.1531250,0.1656814,0.1680992
0.1532500,0.1656814,0.1729349
0.1533750,0.1753527,0.1777705
0.1535000,0.1632636,0.1753527
0.1536250,0.1753527,0.1656814
0.1537500,0.1656814,0.1801883
0.1538750,0.1753527,0.1729349
0.1540000,0.1753527,0.1971131
0.1541250,0.1584279,0.1729349
0.1542500,0.1680992,0.1753527
0.1543750,0.0979823,0.1753527
0.1545000,0.1729349,0.1705171
0.1546250,0.1705171,0.1705171
0.1547500,0.1705171,0.1680992
0.1548750,0.1632636,0.1705171
0.1550000,0.1753527,0.1777705
0.1551250,0.1705171,0.1753527
0.1552500,0.1729349,0.1777705
0.1553750,0.1705171,0.1729349
0.1555000,0.1729349,0.1753527
0.1556250,0.1656814,0.1753527
0.1557500,0.1801883,0.1729349
0.1558750,0.1656814,0.1705171
0.1560000,0.1729349,0.1777705
0.1561250,0.1705171,0.1729349
0.1562500,0.1560101,0.1729349
0.1563750,0.1705171,0.1777705
0.1565000,0.1729349,0.1656814
0.1566250,0.1656814,0.1729349
0.1567500,0.1656814,0.1753527
0.1568750,0.1680992,0.1801883
0.1570000,0.1705171,0.1753527
0.1571250,0.1680992,0.1705171
0.1572500,0.1656814,0.1705171
0.1573750,0.1487566,0.1705171
0.1575000,0.1729349,0.1753527
0.1576250,0.1680992,0.1753527
0.1577500,0.1656814,0.1753527
0.1578750,0.1729349,0.1753527
0.1580000,0.1705171,0.1753527
0.1581250,0.1777705,0.1584279
0.1582500,0.1826062,0.1753527
0.1583750,0.1680992,0.1729349
0.1585000,0.1680992,0.1753527
0.1586250,0.1656814,0.1729349
0.1587500,0.1584279,0.1729349
0.1588750,0.1680992,0.1753527
0.1590000,0.1656814,0.1729349
0.1591250,0.1680992,0.1680992
0.1592500,0.1753527,0.1801883
0.1593750,0.1608458,0.1729349
0.1595000,0.1608458,0.1729349
0.1596250,0.1632636,0.1705171
0.1597500,0.1729349,0.1729349
0.1598750,0.1729349,0.1801883
0.1600000,0.1705171,0.1729349
0.1601250,0.1680992,0.1753527
0.1602500,0.1656814,0.1729349
0.1603750,0.1656814,0.1753527
0.1605000,0.1656814,0.1729349
0.1606250,0.1729349,0.1777705
0.1607500,0.1680992,0.1705171
0.1608750,0.1680992,0.1705171
0.1610000,0.1705171,0.1729349
0.1611250,0.1729349,0.1705171
0.1612500,0.1632636,0.1753527
0.1613750,0.1656814,0.1680992
0.1615000,0.1632636,0.1705171
0.1616250,0.1680992,0.1680992
0.1617500,0.1729349,0.1777705
0.1618750,0.1705171,0.1656814
0.1620000,0.1632636,0.1729349
0.1621250,0.1680992,0.1729349
0.1622500,0.1656814,0.1705171
0.1623750,0.1729349,0.1753527
0.1625000,0.1608458,0.1705171
0.1626250,0.1729349,0.1801883
0.1627500,0.1729349,0.1753527
0.1628750,0.1680992,0.1753527
0.1630000,0.1705171,0.1777705
0.1631250,0.1705171,0.1729349
0.1632500,0.1705171,0.1705171
0.1633750,0.1680992,0.1705171
0.1635000,0.1729349,0.1753527
0.1636250,0.1729349,0.1971131
0.1637500,0.1729349,0.1946953
0.1638750,0.1729349,0.1753527
0.1640000,0.1705171,0.1777705
0.1641250,0.1680992,0.1753527
0.1642500,0.1729349,0.1753527
0.1643750,0.1656814,0.1729349
0.1645000,0.1680992,0.1753527
0.1646250,0.1705171,0.1777705
0.1647500,0.1632636,0.1753527
0.1648750,0.1753527,0.1777705
0.1650000,0.1777705,0.1826062
0.1651250,0.1705171,0.1777705
0.1652500,0.1680992,0.1777705
0.1653750,0.1729349,0.1777705
0.1655000,0.1705171,0.1777705
0.1656250,0.1729349,0.1801883
0.1657500,0.1705171,0.1753527
0.1658750,0.1753527,0.1777705
0.1660000,0.1729349,0.1729349
0.1661250,0.1801883,0.1777705
0.1662500,0.1777705,0.1777705
0.1663750,0.1705171,0.1971131
0.1665000,0.1680992,0.1632636
0.1666250,0.1777705,0.1801883
0.1667500,0.1729349,0.1801883
0.1668750,0.1753527,0.2092022
0.1670000,0.1656814,0.1729349
0.1671250,0.1705171,0.1729349
0.1672500,0.1608458,0.1753527
0.1673750,0.1729349,0.1777705
0.1675000,0.1729349,0.1366675
0.1676250,0.1656814,0.1656814
0.1677500,0.1705171,0.1729349
0.1678750,0.1608458,0.1777705
0.1680000,0.1705171,0.1753527
0.1681250,0.1729349,0.1777705
0.1682500,0.1753527,0.1753527
0.1683750,0.1729349,0.1753527
0.1685000,0.1680992,0.1680992
0.1686250,0.1680992,0.1777705
0.1687500,0.1245784,0.1753527
0.1688750,0.1777705,0.1729349
0.1690000,0.1777705,0.1753527
0.1691250,0.1680992,0.1753527
0.1692500,0.1729349,0.1753527
0.1693750,0.1753527,0.1753527
0.1695000,0.1777705,0.1753527
0.1696250,0.1971131,0.1777705
0.1697500,0.1753527,0.1826062
0.1698750,0.1680992,0.1753527
0.1700000,0.1656814,0.1729349
0.1701250,0.1656814,0.1705171
0.1702500,0.1705171,0.1705171
0.1703750,0.1656814,0.1705171
0.1705000,0.1656814,0.1729349
0.1706250,0.1705171,0.1753527
0.1707500,0.1656814,0.1753527
0.1708750,0.1705171,0.1729349
0.1710000,0.1729349,0.1801883
0.1711250,0.1680992,0.1729349
0.1712500,0.1753527,0.1777705
0.1713750,0.1680992,0.1946953
0.1715000,0.1753527,0.1753527
0.1716250,0.1656814,0.1753527
0.1717500,0.1705171,0.1705171
0.1718750,0.1705171,0.1729349
0.1720000,0.1680992,0.1729349
0.1721250,0.1705171,0.1753527
0.1722500,0.1705171,0.1729349
0.1723750,0.1656814,0.1777705
0.1725000,0.1705171,0.1777705
0.1726250,0.1656814,0.1705171
0.1727500,0.1680992,0.1729349
0.1728750,0.1680992,0.1729349
0.1730000,0.1705171,0.1729349
0.1731250,0.1656814,0.1705171
0.1732500,0.1753527,0.1390853
0.1733750,0.1680992,0.1729349
0.1735000,0.1632636,0.1729349
0.1736250,0.1729349,0.1753527
0.1737500,0.1560101,0.1753527
0.1738750,0.1705171,0.1777705
0.1740000,0.1705171,0.1753527
0.1741250,0.1705171,0.1632636
0.1742500,0.1656814,0.1729349
0.1743750,0.1753527,0.1753527
0.1745000,0.1850240,0.1753527
0.1746250,0.1656814,0.1729349
0.1747500,0.1632636,0.1777705
0.1748750,0.1680992,0.1705171
0.1750000,0.1753527,0.1777705
0.1751250,0.1729349,0.1777705
0.1752500,0.1680992,0.1801883
0.1753750,0.1729349,0.1656814
0.1755000,0.1632636,0.1729349
0.1756250,0.1705171,0.1729349
0.1757500,0.1753527,0.1777705
0.1758750,0.1680992,0.1777705
0.1760000,0.1753527,0.1801883
0.1761250,0.1777705,0.1777705
0.1762500,0.1801883,0.1777705
0.1763750,0.1777705,0.1801883
0.1765000,0.1801883,0.1801883
0.1766250,0.1850240,0.1898596
0.1767500,0.1801883,0.1850240
0.1768750,0.1922775,0.1922775
0.1770000,0.2019488,0.1898596
0.1771250,0.2043666,0.2092022
0.1772500,0.2188735,0.2212914
0.1773750,0.2357983,0.2357983
0.1775000,0.2551409,0.2551409
0.1776250,0.2720657,0.2793191
0.1777500,0.2962439,0.3034974
0.1778750,0.3155865,0.3204222
0.1780000,0.3591073,0.3591073
0.1781250,0.3711965,0.3736143
0.1782500,0.4098816,0.4122995
0.1783750,0.4388955,0.4413134
0.1785000,0.4606560,0.4679094
0.1786250,0.5307729,0.5307729
0.1787500,0.5573689,0.5573689
0.1788750,0.6178145,0.6105611
0.1790000,0.6782601,0.6782601
0.1791250,0.6951849,0.7048562
0.1792500,0.7387057,0.7435414
0.1793750,0.8136583,0.8064048
0.1795000,0.8789395,0.8837752
0.1796250,0.9127891,0.9176247
0.1797500,0.9514743,0.9804882
0.1798750,1.0312625,1.0336803
0.1800000,1.0989615,1.1013794
0.1801250,1.1545715,1.1594071
0.1802500,1.1835854,1.1787497
0.1803750,1.2367775,1.2391953
0.1805000,1.2948053,1.2948053
0.1806250,1.3262370,1.3214014
0.1807500,1.3552509,1.3552509
0.1808750,1.4011896,1.3987717
0.1810000,1.4422926,1.4374569
0.1811250,1.4616352,1.4616352
0.1812500,1.4906491,1.4882312
0.1813750,1.5124095,1.5124095
0.1815000,1.5317521,1.5293343
0.1816250,1.5510947,1.5510947
0.1817500,1.5486768,1.5535125
0.1818750,1.5559303,1.5535125
0.1820000,1.5510947,1.5510947
0.1821250,1.5390055,1.5390055
0.1822500,1.5220808,1.5220808
0.1823750,1.5124095,1.5027382
0.1825000,1.5051560,1.4906491
0.1826250,1.4713065,1.4713065
0.1827500,1.4398748,1.4374569
0.1828750,1.3866826,1.3842648
0.1830000,1.3407440,1.3504153
0.1831250,1.2851340,1.2802984
0.1832500,1.2198528,1.2706271
0.1833750,1.2174349,1.2246884
0.1835000,1.1449002,1.1521537
0.1836250,1.0578585,1.0602764
0.1837500,1.0312625,1.0119199
0.1838750,0.9901595,0.9925773
0.1840000,0.8813574,0.8910287
0.1841250,0.8378365,0.8426722
0.1842500,0.7653018,0.7677196
0.1843750,0.7217810,0.7290344
0.1845000,0.6468284,0.6516641
0.1846250,0.6153967,0.6202324
0.1847500,0.5646224,0.5694580
0.1848750,0.5186837,0.5283550
0.1850000,0.4799985,0.4775807
0.1851250,0.4316421,0.4340599
0.1852500,0.3832856,0.3953747
0.1853750,0.3276756,0.3349291
0.1855000,0.3034974,0.3059152
0.1856250,0.2672300,0.2672300
0.1857500,0.2261270,0.2285448
0.1858750,0.2212914,0.2261270
0.1860000,0.1946953,0.1946953
0.1861250,0.1850240,0.1898596
0.1862500,0.1680992,0.1826062
0.1863750,0.1753527,0.1753527
0.1865000,0.1680992,0.1753527
0.1866250,0.1680992,0.1705171
0.1867500,0.1705171,0.1753527
0.1868750,0.1656814,0.1729349
0.1870000,0.1729349,0.1656814
0.1871250,0.1656814,0.1705171
0.1872500,0.1705171,0.1777705
0.1873750,0.1729349,0.1753527
0.1875000,0.1656814,0.1705171
0.1876250,0.1680992,0.1753527
0.1877500,0.1705171,0.1753527
0.1878750,0.1729349,0.1777705
0.1880000,0.1729349,0.1753527
0.1881250,0.1729349,0.1753527
0.1882500,0.1801883,0.1874418
0.1883750,0.1608458,0.1850240
0.1885000,0.1922775,0.1922775
0.1886250,0.2164557,0.2164557
0.1887500,0.2454696,0.2672300
0.1888750,0.2817370,0.2865726
0.1890000,0.2769013,0.3252578
0.1891250,0.3421826,0.3397647
0.1892500,0.3711965,0.3736143
0.1893750,0.4147173,0.4195529
0.1895000,0.5090124,0.4848342
0.1896250,0.5235194,0.5307729
0.1897500,0.5694580,0.5694580
0.1898750,0.6202324,0.6299036
0.1900000,0.6734245,0.6806780
0.1901250,0.7314523,0.7362879
0.1902500,0.8281652,0.8305831
0.1903750,0.8886108,0.8886108
0.1905000,0.9587277,0.9587277
0.1906250,1.0264268,1.0336803
0.1907500,1.0965437,1.1037972
0.1908750,1.1424824,1.1497359
0.1910000,1.1980923,1.1956745
0.1911250,1.2150171,1.2174349
0.1912500,1.2633736,1.2633736
0.1913750,1.3189835,1.3165657
0.1915000,1.3866826,1.3939361
0.1916250,1.4350391,1.4326213
0.1917500,1.4519639,1.4471282
0.1918750,1.4906491,1.4906491
0.1920000,1.5124095,1.5124095
0.1921250,1.5244986,1.5269164
0.1922500,1.5486768,1.5486768
0.1923750,1.5607660,1.5583481
0.1925000,1.5631838,1.5631838
0.1926250,1.5704373,1.5680194
0.1927500,1.5801086,1.5631838
0.1928750,1.5486768,1.5510947
0.1930000,1.5293343,1.5317521
0.1931250,1.5220808,1.5148273
