Time (s),Ch1 (V),Ch2 (V)
0.1932500,1.4858134,1.4858134
0.1933750,1.4519639,1.4495461
0.1935000,1.4156965,1.4084430
0.1936250,1.3818470,1.3866826
0.1937500,1.3359083,1.3359083
0.1938750,1.2996410,1.2996410
0.1940000,1.2319419,1.2343597
0.1941250,1.2005102,1.2101815
0.1942500,1.1376467,1.1449002
0.1943750,1.0941259,1.1013794
0.1945000,1.0651120,1.0723655
0.1946250,0.9659812,0.9780703
0.1947500,0.9418030,0.9442208
0.1948750,0.8499257,0.8499257
0.1950000,0.7967335,0.7943157
0.1951250,0.7628840,0.7725553
0.1952500,0.7096918,0.7169453
0.1953750,0.6540819,0.6564997
0.1955000,0.5912185,0.5960541
0.1956250,0.5670402,0.5694580
0.1957500,0.5307729,0.5428620
0.1958750,0.4799985,0.4606560
0.1960000,0.4316421,0.4340599
0.1961250,0.3929569,0.3977925
0.1962500,0.3760321,0.3784499
0.1963750,0.3397647,0.3446004
0.1965000,0.3325113,0.3131687
0.1966250,0.2962439,0.2962439
0.1967500,0.2793191,0.2793191
0.1968750,0.2551409,0.2503053
0.1970000,0.2382161,0.2430518
0.1971250,0.2285448,0.2309627
0.1972500,0.2164557,0.2188735
0.1973750,0.1922775,0.2043666
0.1975000,0.1971131,0.1995309
0.1976250,0.1850240,0.1898596
0.1977500,0.1826062,0.1898596
0.1978750,0.1826062,0.1850240
0.1980000,0.1801883,0.1705171
0.1981250,0.1753527,0.1777705
0.1982500,0.1729349,0.1777705
0.1983750,0.1656814,0.1801883
0.1985000,0.1753527,0.1777705
0.1986250,0.1801883,0.1826062
0.1987500,0.1705171,0.1753527
0.1988750,0.1753527,0.1753527
0.1990000,0.1705171,0.1922775
0.1991250,0.1753527,0.1801883
0.1992500,0.1705171,0.1705171
0.1993750,0.1656814,0.1584279
0.1995000,0.1705171,0.1777705
0.1996250,0.1705171,0.1753527
0.1997500,0.1705171,0.1705171
0.1998750,0.1753527,0.1753527
0.2000000,0.1705171,0.1753527
0.2001250,0.1777705,0.1753527
0.2002500,0.1729349,0.1753527
0.2003750,0.1705171,0.1753527
0.2005000,0.1705171,0.1777705
0.2006250,0.1680992,0.1269962
0.2007500,0.1705171,0.1777705
0.2008750,0.1753527,0.1801883
0.2010000,0.1898596,0.1777705
0.2011250,0.1680992,0.1777705
0.2012500,0.1705171,0.1753527
0.2013750,0.1680992,0.1705171
0.2015000,0.1753527,0.1753527
0.2016250,0.1729349,0.1777705
0.2017500,0.1680992,0.1753527
0.2018750,0.1705171,0.1874418
0.2020000,0.1705171,0.1801883
0.2021250,0.1777705,0.1801883
0.2022500,0.1705171,0.1753527
0.2023750,0.1705171,0.1753527
0.2025000,0.1656814,0.1729349
0.2026250,0.1680992,0.2019488
0.2027500,0.1753527,0.1729349
0.2028750,0.1632636,0.1705171
0.2030000,0.1753527,0.1777705
0.2031250,0.1680992,0.1680992
0.2032500,0.1777705,0.1801883
0.2033750,0.1729349,0.1753527
0.2035000,0.1729349,0.1777705
0.2036250,0.1705171,0.1753527
0.2037500,0.1632636,0.1777705
0.2038750,0.1632636,0.1705171
0.2040000,0.1729349,0.1777705
0.2041250,0.1753527,0.1753527
0.2042500,0.1656814,0.1753527
0.2043750,0.1705171,0.1777705
0.2045000,0.1632636,0.1705171
0.2046250,0.1705171,0.1656814
0.2047500,0.1705171,0.1801883
0.2048750,0.1753527,0.1705171
0.2050000,0.1729349,0.1729349
0.2051250,0.1777705,0.1753527
0.2052500,0.1705171,0.1753527
0.2053750,0.1729349,0.1753527
0.2055000,0.1680992,0.1729349
0.2056250,0.1680992,0.1777705
0.2057500,0.1705171,0.1729349
0.2058750,0.1777705,0.1850240
0.2060000,0.1753527,0.1850240
0.2061250,0.1705171,0.1729349
0.2062500,0.1656814,0.1705171
0.2063750,0.1656814,0.1729349
0.2065000,0.2019488,0.1729349
0.2066250,0.1680992,0.1680992
0.2067500,0.1656814,0.1729349
0.2068750,0.2043666,0.1729349
0.2070000,0.1753527,0.1729349
0.2071250,0.1705171,0.1753527
0.2072500,0.1729349,0.1729349
0.2073750,0.1729349,0.1753527
0.2075000,0.1680992,0.1753527
0.2076250,0.1753527,0.1753527
0.2077500,0.1777705,0.1729349
0.2078750,0.1729349,0.1801883
0.2080000,0.1753527,0.1705171
0.2081250,0.1680992,0.1705171
0.2082500,0.1705171,0.1729349
0.2083750,0.1729349,0.1753527
0.2085000,0.1729349,0.1753527
0.2086250,0.1753527,0.1826062
0.2087500,0.1680992,0.1705171
0.2088750,0.1656814,0.1729349
0.2090000,0.1705171,0.1753527
0.2091250,0.1729349,0.1753527
0.2092500,0.1705171,0.1753527
0.2093750,0.1608458,0.1753527
0.2095000,0.1680992,0.1753527
0.2096250,0.1729349,0.1753527
0.2097500,0.1632636,0.1777705
0.2098750,0.1705171,0.1777705
0.2100000,0.1729349,0.1801883
0.2101250,0.1753527,0.1415032
0.2102500,0.1705171,0.1680992
0.2103750,0.1753527,0.1753527
0.2105000,0.1680992,0.1705171
0.2106250,0.1705171,0.1753527
0.2107500,0.1680992,0.1729349
0.2108750,0.1729349,0.1753527
0.2110000,0.1753527,0.1753527
0.2111250,0.1656814,0.1729349
0.2112500,0.1753527,0.1777705
0.2113750,0.2116201,0.1753527
0.2115000,0.1729349,0.1753527
0.2116250,0.1680992,0.1753527
0.2117500,0.1729349,0.1753527
0.2118750,0.1705171,0.1777705
0.2120000,0.1656814,0.1753527
0.2121250,0.1656814,0.1753527
0.2122500,0.1729349,0.1753527
0.2123750,0.1632636,0.1729349
0.2125000,0.1729349,0.1729349
0.2126250,0.1680992,0.1705171
0.2127500,0.1680992,0.1801883
0.2128750,0.1705171,0.1753527
0.2130000,0.1680992,0.1777705
0.2131250,0.1753527,0.1753527
0.2132500,0.1656814,0.1753527
0.2133750,0.1705171,0.1705171
0.2135000,0.1729349,0.1753527
0.2136250,0.1777705,0.1801883
0.2137500,0.1777705,0.1777705
0.2138750,0.1680992,0.1753527
0.2140000,0.1753527,0.1777705
0.2141250,0.1656814,0.1729349
0.2142500,0.1705171,0.1777705
0.2143750,0.1680992,0.1729349
0.2145000,0.1680992,0.1753527
0.2146250,0.1705171,0.1777705
0.2147500,0.1680992,0.1777705
0.2148750,0.1777705,0.1801883
0.2150000,0.1729349,0.1753527
0.2151250,0.1705171,0.1729349
0.2152500,0.1777705,0.1753527
0.2153750,0.1753527,0.1753527
0.2155000,0.1753527,0.1777705
0.2156250,0.1705171,0.1753527
0.2157500,0.1705171,0.1680992
0.2158750,0.1729349,0.1777705
0.2160000,0.1705171,0.1753527
0.2161250,0.1729349,0.1753527
0.2162500,0.1705171,0.1801883
0.2163750,0.1753527,0.1874418
0.2165000,0.1753527,0.1753527
0.2166250,0.1656814,0.1729349
0.2167500,0.1777705,0.1801883
0.2168750,0.1680992,0.1729349
0.2170000,0.1705171,0.1826062
0.2171250,0.1680992,0.1753527
0.2172500,0.1898596,0.1777705
0.2173750,0.1705171,0.1777705
0.2175000,0.1705171,0.1777705
0.2176250,0.1680992,0.1777705
0.2177500,0.1680992,0.1777705
0.2178750,0.1680992,0.1777705
0.2180000,0.1680992,0.1753527
0.2181250,0.1753527,0.1753527
0.2182500,0.1801883,0.1777705
0.2183750,0.1680992,0.1777705
0.2185000,0.2043666,0.1801883
0.2186250,0.1656814,0.1705171
0.2187500,0.1729349,0.1705171
0.2188750,0.1680992,0.1705171
0.2190000,0.1705171,0.1946953
0.2191250,0.1753527,0.1705171
0.2192500,0.1680992,0.1777705
0.2193750,0.1705171,0.1608458
0.2195000,0.1705171,0.1729349
0.2196250,0.1705171,0.1753527
0.2197500,0.1680992,0.1753527
0.2198750,0.1705171,0.1753527
0.2200000,0.1705171,0.1729349
0.2201250,0.1705171,0.1753527
0.2202500,0.1705171,0.1753527
0.2203750,0.1729349,0.2043666
0.2205000,0.1729349,0.1753527
0.2206250,0.1656814,0.1729349
0.2207500,0.1680992,0.1729349
0.2208750,0.1705171,0.1753527
0.2210000,0.1705171,0.1705171
0.2211250,0.1656814,0.1753527
0.2212500,0.1705171,0.1753527
0.2213750,0.1777705,0.1801883
0.2215000,0.1656814,0.1705171
0.2216250,0.1656814,0.1753527
0.2217500,0.1705171,0.1753527
0.2218750,0.1680992,0.1777705
0.2220000,0.1656814,0.1753527
0.2221250,0.1777705,0.1729349
0.2222500,0.1680992,0.1705171
0.2223750,0.1705171,0.1777705
0.2225000,0.1729349,0.1753527
0.2226250,0.1729349,0.1729349
0.2227500,0.1729349,0.1729349
0.2228750,0.1874418,0.1753527
0.2230000,0.1729349,0.1753527
0.2231250,0.1705171,0.1753527
0.2232500,0.1705171,0.1753527
0.2233750,0.1680992,0.1729349
0.2235000,0.1656814,0.1753527
0.2236250,0.1705171,0.1777705
0.2237500,0.1680992,0.1801883
0.2238750,0.1656814,0.1777705
0.2240000,0.1705171,0.1777705
0.2241250,0.1632636,0.1705171
0.2242500,0.1680992,0.1753527
0.2243750,0.1680992,0.1729349
0.2245000,0.1632636,0.1680992
0.2246250,0.1777705,0.1801883
0.2247500,0.1705171,0.1680992
0.2248750,0.1680992,0.1705171
0.2250000,0.1487566,0.1729349
0.2251250,0.1729349,0.1777705
0.2252500,0.1680992,0.1777705
0.2253750,0.1656814,0.1705171
0.2255000,0.1729349,0.1753527
0.2256250,0.1680992,0.1753527
0.2257500,0.1729349,0.1777705
0.2258750,0.1729349,0.1753527
0.2260000,0.1753527,0.1801883
0.2261250,0.1753527,0.1801883
0.2262500,0.1729349,0.2043666
0.2263750,0.1705171,0.1729349
0.2265000,0.1705171,0.1753527
0.2266250,0.1729349,0.1753527
0.2267500,0.1656814,0.1753527
0.2268750,0.1995309,0.1705171
0.2270000,0.1656814,0.1729349
0.2271250,0.1656814,0.1729349
0.2272500,0.1632636,0.1729349
0.2273750,0.1971131,0.1753527
0.2275000,0.1705171,0.1753527
0.2276250,0.1705171,0.1729349
0.2277500,0.1680992,0.1753527
0.2278750,0.1777705,0.1632636
0.2280000,0.1705171,0.1753527
0.2281250,0.1656814,0.1705171
0.2282500,0.1705171,0.1753527
0.2283750,0.1680992,0.1729349
0.2285000,0.1680992,0.1753527
0.2286250,0.1656814,0.1753527
0.2287500,0.1632636,0.1777705
0.2288750,0.1680992,0.1729349
0.2290000,0.1705171,0.1777705
0.2291250,0.1922775,0.1826062
0.2292500,0.1705171,0.1777705
0.2293750,0.1656814,0.1729349
0.2295000,0.1705171,0.1753527
0.2296250,0.1705171,0.1753527
0.2297500,0.1656814,0.1729349
0.2298750,0.1680992,0.1753527
0.2300000,0.1729349,0.1753527
0.2301250,0.1705171,0.1729349
0.2302500,0.1680992,0.1898596
0.2303750,0.1753527,0.1753527
0.2305000,0.1632636,0.1753527
0.2306250,0.1729349,0.1753527
0.2307500,0.1656814,0.1705171
0.2308750,0.1729349,0.1753527
0.2310000,0.1874418,0.1729349
0.2311250,0.1753527,0.1777705
0.2312500,0.1680992,0.1801883
0.2313750,0.1705171,0.1777705
0.2315000,0.1753527,0.1777705
0.2316250,0.1729349,0.1753527
0.2317500,0.1753527,0.1777705
0.2318750,0.1729349,0.1777705
0.2320000,0.1680992,0.1753527
0.2321250,0.1705171,0.1753527
0.2322500,0.1874418,0.1729349
0.2323750,0.1705171,0.1777705
0.2325000,0.1826062,0.1826062
0.2326250,0.1777705,0.1801883
0.2327500,0.1777705,0.1801883
0.2328750,0.1777705,0.1777705
0.2330000,0.1705171,0.1777705
0.2331250,0.1705171,0.1777705
0.2332500,0.1801883,0.1826062
0.2333750,0.1753527,0.1777705
0.2335000,0.1656814,0.1826062
0.2336250,0.1680992,0.1801883
0.2337500,0.1680992,0.1777705
0.2338750,0.1753527,0.1777705
0.2340000,0.1680992,0.1777705
0.2341250,0.1705171,0.1753527
0.2342500,0.1753527,0.1753527
0.2343750,0.1680992,0.1753527
0.2345000,0.1705171,0.1753527
0.2346250,0.1608458,0.1753527
0.2347500,0.1656814,0.1149071
0.2348750,0.1729349,0.1753527
0.2350000,0.1680992,0.1753527
0.2351250,0.1705171,0.1729349
0.2352500,0.1729349,0.1753527
0.2353750,0.1680992,0.1753527
0.2355000,0.1632636,0.1729349
0.2356250,0.1656814,0.1729349
0.2357500,0.1656814,0.1729349
0.2358750,0.1680992,0.1729349
0.2360000,0.1535923,0.1729349
0.2361250,0.1729349,0.1777705
0.2362500,0.1705171,0.1729349
0.2363750,0.1777705,0.1777705
0.2365000,0.1656814,0.1705171
0.2366250,0.1705171,0.1777705
0.2367500,0.1680992,0.1729349
0.2368750,0.1729349,0.1535923
0.2370000,0.1705171,0.1777705
0.2371250,0.1680992,0.1729349
0.2372500,0.1680992,0.1632636
0.2373750,0.1705171,0.1922775
0.2375000,0.1777705,0.1753527
0.2376250,0.1753527,0.1801883
0.2377500,0.1705171,0.1729349
0.2378750,0.1729349,0.1777705
0.2380000,0.1777705,0.1777705
0.2381250,0.1729349,0.1801883
0.2382500,0.1729349,0.1753527
0.2383750,0.1753527,0.1801883
0.2385000,0.1777705,0.1729349
0.2386250,0.1753527,0.1777705
0.2387500,0.1971131,0.1753527
0.2388750,0.1753527,0.1826062
0.2390000,0.1753527,0.1850240
0.2391250,0.1826062,0.1850240
0.2392500,0.1874418,0.1946953
0.2393750,0.1874418,0.2043666
0.2395000,0.2019488,0.1995309
0.2396250,0.2067844,0.2116201
0.2397500,0.2140379,0.2188735
0.2398750,0.2309627,0.2357983
0.2400000,0.2478874,0.2406340
0.2401250,0.2527231,0.2551409
0.2402500,0.2817370,0.2865726
0.2403750,0.3034974,0.3059152
0.2405000,0.3252578,0.3325113
0.2406250,0.3494360,0.3494360
0.2407500,0.3711965,0.3760321
0.2408750,0.4243886,0.4243886
0.2410000,0.4654916,0.4799985
0.2411250,0.4969233,0.4969233
0.2412500,0.5573689,0.5646224
0.2413750,0.6105611,0.6299036
0.2415000,0.6710067,0.6734245
0.2416250,0.7121097,0.7169453
0.2417500,0.7846444,0.7894800
0.2418750,0.8354187,0.8426722
0.2420000,0.9321317,0.9369673
0.2421250,0.9683990,0.9683990
0.2422500,1.0530229,1.0554407
0.2423750,1.1183041,1.1207220
0.2425000,1.1594071,1.1666606
0.2426250,1.2972231,1.3020588
0.2427500,1.3528331,1.3528331
0.2428750,1.4761421,1.4737243
0.2430000,1.5680194,1.5656016
0.2431250,1.6163759,1.6187937
0.2432500,1.6864928,1.6889106
0.2433750,1.8146375,1.8098019
0.2435000,1.9258574,1.9355287
0.2436250,2.0128991,1.9863030
0.2437500,2.0564199,2.0612556
0.2438750,2.1845646,2.1869824
0.2440000,2.2861132,2.2861132
0.2441250,2.3731549,2.3731549
0.2442500,2.4190936,2.4142579
0.2443750,2.4867926,2.4867926
0.2445000,2.5641630,2.5617452
0.2446250,2.5931769,2.5980125
0.2447500,2.6342799,2.6342799
0.2448750,2.6802186,2.6778007
0.2450000,2.7140681,2.7092325
0.2451250,2.7213216,2.7189038
0.2452500,2.7334107,2.7285751
0.2453750,2.7213216,2.7213216
0.2455000,2.7068146,2.7092325
0.2456250,2.6657116,2.6657116
0.2457500,2.6366977,2.6391156
0.2458750,2.6004304,2.6004304
0.2460000,2.5544917,2.5544917
0.2461250,2.4577787,2.4577787
0.2462500,2.3610658,2.3610658
0.2463750,2.3006202,2.3006202
0.2465000,2.2474280,2.2498459
0.2466250,2.1676398,2.1700577
0.2467500,2.0685090,2.0612556
0.2468750,1.9186039,1.9089327
0.2470000,1.8339801,1.8363979
0.2471250,1.6768215,1.6744037
0.2472500,1.6453898,1.6695681
0.2473750,1.5486768,1.5438412
0.2475000,1.4036074,1.4011896
0.2476250,1.2537023,1.2585379
0.2477500,1.1980923,1.2077636
0.2478750,1.1328111,1.1376467
0.2480000,0.9756525,0.9756525
0.2481250,0.8934465,0.8958643
0.2482500,0.7846444,0.7846444
0.2483750,0.7241988,0.7217810
0.2485000,0.6323215,0.6057254
0.2486250,0.5501155,0.5573689
0.2487500,0.4775807,0.4775807
0.2488750,0.4122995,0.4147173
0.2490000,0.3542717,0.3591073
0.2491250,0.2962439,0.3034974
0.2492500,0.2478874,0.2527231
0.2493750,0.2019488,0.2067844
0.2495000,0.1850240,0.1850240
0.2496250,0.1874418,0.1801883
0.2497500,0.1729349,0.1729349
0.2498750,0.1777705,0.1801883
0.2500000,0.1753527,0.1777705
0.2501250,0.1753527,0.1777705
0.2502500,0.1656814,0.1777705
0.2503750,0.1777705,0.1777705
0.2505000,0.1729349,0.1801883
0.2506250,0.1850240,0.1826062
0.2507500,0.2092022,0.2116201
0.2508750,0.2357983,0.2382161
0.2510000,0.3034974,0.3155865
0.2511250,0.3542717,0.3591073
0.2512500,0.4485668,0.4558203
0.2513750,0.4993411,0.5041768
0.2515000,0.5863828,0.6178145
0.2516250,0.6710067,0.6710067
0.2517500,0.8209118,0.8233296
0.2518750,0.8716861,0.8741039
0.2520000,1.0191733,1.0264268
0.2521250,1.0917081,1.0965437
0.2522500,1.2150171,1.2125993
0.2523750,1.2802984,1.2802984
0.2525000,1.3673400,1.3745935
0.2526250,1.5003204,1.4979025
0.2527500,1.6236294,1.6236294
0.2528750,1.7396850,1.7372671
0.2530000,1.8509049,1.8509049
0.2531250,1.9065148,1.9040970
0.2532500,1.9863030,1.9887209
0.2533750,2.0733447,2.0733447
0.2535000,2.2208320,2.2159963
0.2536250,2.2885311,2.2885311
0.2537500,2.3634836,2.3659014
0.2538750,2.4481074,2.4360183
0.2540000,2.5254778,2.5254778
0.2541250,2.5907591,2.5907591
0.2542500,2.6802186,2.6584582
0.2543750,2.7213216,2.7164859
0.2545000,2.7600068,2.7551711
0.2546250,2.7793494,2.7841850
0.2547500,2.7938563,2.7890207
0.2548750,2.7866028,2.7890207
0.2550000,2.8156167,2.7745137
0.2551250,2.7720959,2.7696781
0.2552500,2.7479176,2.7309929
0.2553750,2.6995612,2.6995612
0.2555000,2.6125195,2.6439512
0.2556250,2.5399848,2.5520739
0.2557500,2.4964639,2.5037174
0.2558750,2.4094223,2.4142579
0.2560000,2.3030380,2.3272162
0.2561250,2.2643528,2.2595172
0.2562500,2.1410438,2.1362081
0.2563750,2.0564199,2.0564199
0.2565000,1.9717961,1.9717961
0.2566250,1.8920079,1.8412336
0.2567500,1.7904593,1.7977127
0.2568750,1.6550611,1.6550611
0.2570000,1.5341699,1.5365877
0.2571250,1.4858134,1.4858134
0.2572500,1.3625044,1.3625044
0.2573750,1.2633736,1.2657914
0.2575000,1.1739141,1.1787497
0.2576250,1.1207220,1.1231398
0.2577500,1.0095020,1.0336803
0.2578750,0.9635634,0.9708169
0.2580000,0.8668504,0.8716861
0.2581250,0.8330009,0.8523435
0.2582500,0.7435414,0.7411236
0.2583750,0.7000206,0.7000206
0.2585000,0.6637532,0.6637532
0.2586250,0.5742937,0.5767115
0.2587500,0.5452798,0.5525333
0.2588750,0.4727451,0.4799985
0.2590000,0.4388955,0.4364777
0.2591250,0.4098816,0.4122995
0.2592500,0.3857034,0.3905391
0.2593750,0.3421826,0.3446004
0.2595000,0.3059152,0.3107509
0.2596250,0.2938261,0.2962439
0.2597500,0.2769013,0.2769013
0.2598750,0.2841548,0.2575587
0.2600000,0.2309627,0.2357983
0.2601250,0.2212914,0.2237092
0.2602500,0.2140379,0.2116201
0.2603750,0.2019488,0.2043666
0.2605000,0.1946953,0.1971131
0.2606250,0.1898596,0.1946953
0.2607500,0.1801883,0.1850240
0.2608750,0.1801883,0.1850240
0.2610000,0.1777705,0.1850240
0.2611250,0.1777705,0.1656814
0.2612500,0.1801883,0.1801883
0.2613750,0.1680992,0.1753527
0.2615000,0.1753527,0.1777705
0.2616250,0.1801883,0.1826062
0.2617500,0.1753527,0.1777705
0.2618750,0.1705171,0.1753527
0.2620000,0.1729349,0.1753527
0.2621250,0.1656814,0.1729349
0.2622500,0.1753527,0.1777705
0.2623750,0.1656814,0.1729349
0.2625000,0.1632636,0.1705171
0.2626250,0.1753527,0.1801883
0.2627500,0.1705171,0.1874418
0.2628750,0.1680992,0.1995309
0.2630000,0.1680992,0.1729349
0.2631250,0.1705171,0.1729349
0.2632500,0.1705171,0.1801883
0.2633750,0.1632636,0.1729349
0.2635000,0.1680992,0.1753527
0.2636250,0.1729349,0.1753527
0.2637500,0.1608458,0.1729349
0.2638750,0.1656814,0.1753527
0.2640000,0.1753527,0.1777705
0.2641250,0.1680992,0.1753527
0.2642500,0.1680992,0.1753527
0.2643750,0.1753527,0.1149071
0.2645000,0.1390853,0.1777705
0.2646250,0.1874418,0.1705171
0.2647500,0.1705171,0.1753527
0.2648750,0.1753527,0.1777705
0.2650000,0.1729349,0.1777705
0.2651250,0.1680992,0.1801883
0.2652500,0.1729349,0.1753527
0.2653750,0.1777705,0.1777705
0.2655000,0.1705171,0.1705171
0.2656250,0.1705171,0.1801883
0.2657500,0.1753527,0.1753527
0.2658750,0.1753527,0.1753527
0.2660000,0.1656814,0.1777705
0.2661250,0.1705171,0.1753527
0.2662500,0.1680992,0.1753527
0.2663750,0.1729349,0.1753527
0.2665000,0.1705171,0.1753527
0.2666250,0.1705171,0.1753527
0.2667500,0.1777705,0.1801883
0.2668750,0.1656814,0.1705171
0.2670000,0.1705171,0.1801883
0.2671250,0.1729349,0.1632636
0.2672500,0.1342497,0.1753527
0.2673750,0.1753527,0.1850240
0.2675000,0.1777705,0.1729349
0.2676250,0.1656814,0.1753527
0.2677500,0.1729349,0.1898596
0.2678750,0.1729349,0.1705171
0.2680000,0.1680992,0.1801883
0.2681250,0.1632636,0.1753527
0.2682500,0.1705171,0.1705171
0.2683750,0.1777705,0.1729349
0.2685000,0.1705171,0.1777705
0.2686250,0.1777705,0.1777705
0.2687500,0.1680992,0.1753527
0.2688750,0.1729349,0.1729349
0.2690000,0.1729349,0.1729349
0.2691250,0.1656814,0.1729349
0.2692500,0.1656814,0.1705171
0.2693750,0.1729349,0.1801883
0.2695000,0.1729349,0.1729349
0.2696250,0.1608458,0.1801883
0.2697500,0.1729349,0.1729349
0.2698750,0.1680992,0.1777705
0.2700000,0.1705171,0.1777705
0.2701250,0.1705171,0.1705171
0.2702500,0.1680992,0.1705171
0.2703750,0.1680992,0.1705171
0.2705000,0.1705171,0.1753527
0.2706250,0.1705171,0.1705171
0.2707500,0.1705171,0.1705171
0.2708750,0.1705171,0.1729349
0.2710000,0.1705171,0.1753527
0.2711250,0.1656814,0.1729349
0.2712500,0.1777705,0.1898596
0.2713750,0.1705171,0.1656814
0.2715000,0.1608458,0.1680992
0.2716250,0.1632636,0.1680992
0.2717500,0.1560101,0.1801883
0.2718750,0.1680992,0.1753527
0.2720000,0.1729349,0.1801883
0.2721250,0.1632636,0.1729349
0.2722500,0.1680992,0.1729349
0.2723750,0.1680992,0.1705171
0.2725000,0.1632636,0.1705171
0.2726250,0.1680992,0.1777705
0.2727500,0.1753527,0.1729349
0.2728750,0.1680992,0.1777705
0.2730000,0.1777705,0.1753527
0.2731250,0.1705171,0.1753527
0.2732500,0.1680992,0.1729349
0.2733750,0.1608458,0.1656814
0.2735000,0.1680992,0.1753527
0.2736250,0.1656814,0.1753527
0.2737500,0.1680992,0.1777705
0.2738750,0.1680992,0.1729349
0.2740000,0.1753527,0.1777705
0.2741250,0.1680992,0.1995309
0.2742500,0.1680992,0.1753527
0.2743750,0.1632636,0.1753527
0.2745000,0.1680992,0.1753527
0.2746250,0.1632636,0.1850240
0.2747500,0.1777705,0.1801883
0.2748750,0.1632636,0.1705171
0.2750000,0.1680992,0.1753527
0.2751250,0.1680992,0.1729349
0.2752500,0.1729349,0.1729349
0.2753750,0.1680992,0.1705171
0.2755000,0.1705171,0.1705171
0.2756250,0.1705171,0.1511745
0.2757500,0.1729349,0.1826062
0.2758750,0.1753527,0.1801883
0.2760000,0.1656814,0.1705171
0.2761250,0.1680992,0.1753527
0.2762500,0.1705171,0.1753527
0.2763750,0.1705171,0.1753527
0.2765000,0.1656814,0.1729349
0.2766250,0.1680992,0.1753527
0.2767500,0.1632636,0.1729349
0.2768750,0.1680992,0.1729349
0.2770000,0.1729349,0.1777705
0.2771250,0.1680992,0.1777705
0.2772500,0.1753527,0.1826062
0.2773750,0.1680992,0.1753527
0.2775000,0.1801883,0.1777705
0.2776250,0.1753527,0.1729349
0.2777500,0.1753527,0.1777705
0.2778750,0.1705171,0.1801883
0.2780000,0.1705171,0.1753527
0.2781250,0.1680992,0.1753527
0.2782500,0.1729349,0.1705171
0.2783750,0.1705171,0.1777705
0.2785000,0.1680992,0.1753527
0.2786250,0.1632636,0.1753527
0.2787500,0.1705171,0.1753527
0.2788750,0.1656814,0.1729349
0.2790000,0.1560101,0.1753527
0.2791250,0.1680992,0.1753527
0.2792500,0.1705171,0.1753527
0.2793750,0.1632636,0.1680992
0.2795000,0.1777705,0.1801883
0.2796250,0.1680992,0.1777705
0.2797500,0.1656814,0.1680992
0.2798750,0.1680992,0.1753527
0.2800000,0.1680992,0.1656814
0.2801250,0.1753527,0.1753527
0.2802500,0.1656814,0.1729349
0.2803750,0.1705171,0.1705171
0.2805000,0.1705171,0.1753527
0.2806250,0.1705171,0.1729349
0.2807500,0.1705171,0.1777705
0.2808750,0.1656814,0.1656814
0.2810000,0.1705171,0.1753527
0.2811250,0.1680992,0.1753527
0.2812500,0.1632636,0.1777705
0.2813750,0.2019488,0.1729349
0.2815000,0.1729349,0.1753527
0.2816250,0.1680992,0.1753527
0.2817500,0.1753527,0.1777705
0.2818750,0.1753527,0.1753527
0.2820000,0.1729349,0.1729349
0.2821250,0.1680992,0.1777705
0.2822500,0.1656814,0.1801883
0.2823750,0.1753527,0.1777705
0.2825000,0.1898596,0.1753527
0.2826250,0.1656814,0.1753527
0.2827500,0.1680992,0.1753527
0.2828750,0.1632636,0.1753527
0.2830000,0.1801883,0.1801883
0.2831250,0.1705171,0.1729349
0.2832500,0.1753527,0.1826062
0.2833750,0.1777705,0.1777705
0.2835000,0.1729349,0.1753527
0.2836250,0.1680992,0.1753527
0.2837500,0.1680992,0.1777705
0.2838750,0.1680992,0.1801883
0.2840000,0.1753527,0.1753527
0.2841250,0.1753527,0.1753527
0.2842500,0.1705171,0.1729349
0.2843750,0.1705171,0.1777705
0.2845000,0.1680992,0.1705171
0.2846250,0.1705171,0.1753527
0.2847500,0.1656814,0.1729349
0.2848750,0.1656814,0.1753527
0.2850000,0.1753527,0.1777705
0.2851250,0.1705171,0.1753527
0.2852500,0.1656814,0.1705171
0.2853750,0.1729349,0.1753527
0.2855000,0.1729349,0.1705171
0.2856250,0.1753527,0.1753527
0.2857500,0.1680992,0.1729349
0.2858750,0.1753527,0.1269962
0.2860000,0.1753527,0.1826062
0.2861250,0.1729349,0.1801883
0.2862500,0.1632636,0.1632636
0.2863750,0.1680992,0.1729349
0.2865000,0.1705171,0.1753527
0.2866250,0.1680992,0.1753527
0.2867500,0.1680992,0.1560101
0.2868750,0.1705171,0.1729349
0.2870000,0.1753527,0.1753527
0.2871250,0.1729349,0.1729349
0.2872500,0.1729349,0.1753527
0.2873750,0.1656814,0.1753527
0.2875000,0.1680992,0.1777705
0.2876250,0.1680992,0.1753527
0.2877500,0.1753527,0.1777705
0.2878750,0.1705171,0.1801883
0.2880000,0.1729349,0.1753527
0.2881250,0.1656814,0.1753527
0.2882500,0.1753527,0.1729349
0.2883750,0.1656814,0.1729349
0.2885000,0.1656814,0.1753527
0.2886250,0.1753527,0.1753527
0.2887500,0.1511745,0.1753527
0.2888750,0.1729349,0.1753527
0.2890000,0.1729349,0.1729349
0.2891250,0.1680992,0.1729349
0.2892500,0.1632636,0.1729349
0.2893750,0.1656814,0.1729349
0.2895000,0.1705171,0.1753527
0.2896250,0.1753527,0.1729349
0.2897500,0.1729349,0.1777705
0.2898750,0.1777705,0.1632636
0.2900000,0.1729349,0.1753527
0.2901250,0.1753527,0.1729349
